Unnamed: 0,口コミ,投稿日
5490,ミステリープランで２泊しました。ランクアップでジュニアスイートにしていただきました。富士山も芦ノ湖も目の前に見える部屋で、とても良かったです。食事無しのプランですが、一度だけ朝食のプュッフェを利用しました。結構な値段の割に、種類が少ないので、食事無しのプランの場合は、他で食べた方がいいと思います。晩御飯は手のでる価格では無かったので、晩御飯をホテルで食べる予定なら食事付きのプランがいいと思います。近所のお店は６時前後で閉まってしまいますので気をつけてください。温泉や食事にこだわらなければ、ミステリープランはオススメです。,2010/9/25
5491,想像していたホテルよりもこじんまりと落ち着いた感じでゆっくりできました。ホテルの部屋からの芦ノ湖の景色はとてもきれいでした。また宿泊したいです。,2010/9/22
5492,当日うかがって部屋を確認したところ、子連れでしたので禁煙室をわざわざ用意していただきありがとうございました。とても広くて景色のよいお部屋で、ゆっくりと過ごせました。,2010/9/19
5494,お風呂から芦ノ湖が一望でき、非常に気持ち良かったです。,2010/9/13
5496,富士山と芦ノ湖の眺望が素晴らしく、また来たいと思いました。景色だけでなく、朝食のブュッフェの味も見事でした。欲を言えば、露天風呂も芦ノ湖方面が見えると良かったです。次回の改装時には、ぜひご検討いただければと思います。,2010/9/5
5497,女性【仕事仲間）の二人旅、のんびり癒し旅行でした。日曜日、自宅をゆっくり出発して、アウトレット（セールの最終日）で買い物三昧。六時過ぎにホテルに到着。ひとっ風呂浴びてからドレスアップして優雅にディナーを楽しみました。お料理もそれなりに【値段相応に）美味しく頂き、特にアワビのステーキは絶品でした。ワインも美味しかったです。でも、ちょっと飲み足りない私は、バーにも行きたかったけどすべてのお店、テナントが早じまいでちょっとがっかりしました。最上階のお部屋で、ロケーションは良かったです。お風呂が少し狭いのと、男女交代制で　入浴時間がかなり限られていたのが残念でした。翌日は、朝湯につかりゆっくり朝食を採って11時に出発。箱根神社と今話題の九頭龍神社に参拝して、のんびりゆったり癒し旅行を楽しめました。静かでのんびり過ごすには良いホテルだと思います。夜も少し遊びたい人には物足りないかも？,2010/9/1
5498,バーのサービスは、とても良かったと思います。,2010/9/1
5499,芦ノ湖湖畔のホテルで富士山が本当に綺麗でした。夕焼けの富士、朝食のレストランからの富士山と感動しました。日曜日の宿泊で広い部屋を頂き、満足しました。箱根の関所が近く帰りに寄りました。充実した箱根行きでした。,2010/8/31
5501,なかなか雰囲気のいいオシャレなホテルでした。朝食ビュッフェは内容が充実しているし、芦ノ湖の見えるレストランで食べられるのでVERY GOODでした。（ランチビュッフェもオススメですが、内容が一部かぶります。）海賊船（小田急系）と西武系の船の乗り場からすぐなのでとても便利でしたが、近いだけに昼間はアナウンスの声がよく響いていました。写真で見るととても静かな雰囲気だったのでチョット意外でした。夜はとても静かだし、真夏でも涼しいので良かったです。お風呂は１カ所しか無く（湯船は４－５人用サイズが２つ）、男女交代制なので、入浴時間に気をつけた方がいいです。ホテルの前の庭は小さいながらも心地よく、椅子が置いてあって芦ノ湖を見ながらくつろげます。リラックスしたいオトナにオススメです！,2010/8/28
5502,ワンランクアップの部屋を用意してもらって感謝です。夕食はプランに入ってなかったのですが、ルームサービスで家族パーティーを開きました。夕霧荘温泉を満喫した後のルームパーティーは最高にリッチな気分！朝は湖面を吹き渡る涼しい風にベランダで優雅な時間を過ごしました。箱根ホテル自体の温泉は男女時間制なので少々不便かなと思ったので4点にしました。,2010/8/23
5503,夕食の鉄板焼きは非常に美味でした。お風呂も十分に使えました。ただし１箇所のため、男女の使い分けの時間に問題あり（夕食前にも男子の時間を）。,2010/8/22
5504,足を怪我して松葉杖をついている連れを見ても、エレベーターで行ける部屋が空いているか探そうともせず、階段で行く部屋でいいかと聞かれました。いいわけがない。悪気がなさそうだったのが不思議。連れがそれでもいいと言ってしまったので、２階の部屋まで階段を上って行きました。足の悪い人には向かない宿です。だいたい、階段を使わずに駐車場からフロントに行くことができない作りですし。部屋はバスルームが臭くて。翌日の清掃後はそんなことはなかったので、掃除してから何日か経ってた？シャワーの水の出が悪く、バスタブの金具周りには黒ずみが。ベッドもスプリングが体に感じるのが不愉快。前回は何もかも快適で、１泊ではもったいないと思って今回は２泊にしたのに本当にがっかりでした。よかったのはDVDプレーヤーをリクエストしたらすぐに用意してくれたことと景色。次回は足が治ってから部屋指定で来ることにします。,2010/8/18
5505,箱根で海賊船の遊覧船に乗り子供たちの希望で急遽宿泊を計画することになりました。 じゃらんで検索するとすぐそばにホテルがあるので予約し即チェックインしました。数量限定のプランとは言え ビックリする部屋で子供たちもママも大喜びでした。  残念だったのは、部屋に虫(害虫)がいて ママが落ち込んでしまったことです。お風呂は場所的なこともあり仕方がないのかなぁと思います。,2010/8/15
5506,ミステリープランで利用しました。値段も安かったので「それなり」という気持ちで伺いましたが、外観もロビーもおしゃれでとてもきれいでした。チェックインを担当いただいた方もとても気さくで楽しかったです。お部屋は広く、窓も広く気持ちよかったです。外国の方を意識されたのか、洗面台は背が高く、バスタブは広かったです。嗜好の違いですが、石鹸ではなく、ボディーソープのほうが良かったです。温泉も小じんまりとしていましたが、人が少なければゆったりでき、気持良いです。また機会があれば利用したいと思います。ありがとうございました。ただ、ミステリープランが1日3室限定と書かれていましたが、じゃらんの残室では「10室以上」となっていたような気がします。第一段階の予約での悪い印象は、「サービス・ハードも適当ではないか？」という先入観を与えかねないと思いますので、非常にもったいないと思いました。,2010/8/12
5507,きれいなホテルで部屋もアップグレードしていただきました、食事は鉄板焼きをチョイスし全ておいしかったです。１つ残念なのは部屋のエアコンがぜんぜんきかないこと、外が涼しかったのがすくいでしたが空調を調べたほうがいいとおもいます。それ以外は接客等も含めて満足、空調さえ完璧ならまた泊まりたいと思います。,2010/8/9
5508,お部屋から見える富士山・芦ノ湖に感激でした。是非また、お世話になりたいホテルです。有難うございました。,2010/8/9
5509,８月１日に宿泊いたしました。箱根は良く行くのですが、近くて今までは日帰りでした。しかし以前から一度泊まってみたいと思っていたホテルでした。結果は予想以上にとても上質なリゾートホテルで心地よい滞在でした。今回は、娘が修学旅行中でしたので久しぶりに夫婦だけでの旅行で、尚且つ家内と私の誕生日、そして結婚記念日のすべてが８月でしたのでそのお祝いも兼ねておりました。夕食のデザートにお祝いの文字を書いて下さったり、歌を歌って下さったりと、今回は特にお願いをした訳でもないのにいろいろとして頂き、本当に良い想い出となりました。また、是非行きたいホテルで、次回は家族三人で行きたいと思います。,2010/8/8
5510,今回お得なプランでレイクビュースイートに泊まらせていただきました。チェックイン時に、フロントがとてもコンパクトなので、ちょっと迷ってしまいましたが、素敵な眺めのお部屋でゆっくりできました。３名ですので、エキストラベッドを入れたせいで、普通だったら開くはずの扉が塞がってしまい、判りにくくなってしまったので、案内して下さった方が一言場所を教えておいて下さったらなと思いました。温泉は期待していませんでしたが、ジャグジーが気持ち良かったです。お夕食の山桜では、シェフの心地よい会話でとても美味しく頂くことができました。チェックアウト時は車椅子の母を丁寧に送って頂き、有り難うございました。大人のホテルだと思いますので、又ゆっくり、泊まりたいと思います。,2010/8/5
5511,以前から一度泊まりたいと思っていました。今回は箱根でゴルフをしたあとミステリプランで1泊させていただきました。スぺリアルツインのお部屋をいただき、大きな窓から見える芦ノ湖の景色を満喫しました。たまたま芦ノ湖祭りの花火の日だったので、花火のおまけまでついた上、曇っていてあきらめていた富士山もチェックアウト寸前にきれいに見ることができ、大感激でした。ただ一つ残念だったのは、お部屋のソファーの配置。左右の位置を変えるだけで芦ノ湖がソファーに座って眺められるのに、ちょうど窓の一部に遮られ眺められなかったことです。それ以外は温泉は狭かったですがとても気持ちよく、その分お部屋の浴室がゆったりと取られていて、トータルでは大満足でした。次回も是非利用させていただきます。,2010/8/4
5512,二回目の利用でしたが、清潔で贅沢感のある部屋、芦ノ湖の景色、豪華な夕食や朝食など、非常に満足行くものでした。宿泊日は天候が荒れてしまい、風雨がとても強い中でしたが、十分に楽しむことができ、行った甲斐がありました。年に１回ぐらいは訪れたいと思います。,2010/7/28
5513,ミステリープランで宿泊しました。立地はマップ等で分かる通り芦の湖湖畔です。箱根登山バスの停留場もあり、箱根町港まで徒歩数分です。バスの本数もあり、海賊船等終了後も、元箱根港まで足を運ぶことが出来ます。ウェルカムドリンク（当日は１７：４０〜１８：００）も、ソフトドリンクとアルコールから選べて、嬉しかったです。お部屋は期待を裏切らず広々としていて、ベッドも、大人二人が寝ても、とても広かったです。また、窓から見える、芦ノ湖は爽快でした。湖を見ながらのStayは、最高に気分が良かったです。バスルームにある洗面台は２つあって、妻と歯を磨きながら談笑出来、いいものだなと感じました。また、部屋のバスルーム（入浴しながら）からも芦ノ湖が望め感激しました。最後に、中庭にある桟橋から見る芦ノ湖は一見の価値ありです。,2010/7/27
5514,真夏にエアコンが効かないとか終わってます。テーブルに置かれていたメニューなども使い回しすぎ、掃除が雑。二度目はないなと思いました。,2010/7/24
5515, 箱根とっても気に入りました。到着した日は、霧で全く周辺が見えなかったけれども、翌日は素敵な景色が見え、満足しました。食事も大変満足で、今まで泊まったなかでも最高ランクに属するホテルです。また是非利用したいですね。,2010/7/17
5517,2度目の宿泊。前回ミステリープランでいいお部屋（一番湖よりの先端の部屋）だったのに味をしめて今回も同じプランで申し込みましたが、さすがに今回は普通のお部屋になりましたが、それでも十分な広さと眺望があり満足でした。前回は夕飯も箱根ホテルのフレンチを食べ、大満足だったのですが、コストを考え今回の夕飯は近場の湖畔の有名な某イタリアン（ピザ屋さん？）に予約。ただ結果的に食べてみるとやっぱりちょっと値が張っても箱根ホテルの夕飯にすればよかったと後悔。。（もちろん大変おいしかったのですが、箱根ホテルのフレンチに比べると。。）楽しむときは変にケチるといかんことを痛感しました。また泊まりにいきたいです。,2010/7/15
5518,初めて利用しました。まず立地が良いのと、部屋が広めでゆったり出来ました。部屋のお風呂は広くて、いいですが、大浴場は狭くて残念でした。あいにくの大雨で、芦ノ湖が見えなくて残念でした。夕食が、もっと気軽に利用出来る様にするといいと思いました。,2010/7/13
5519,女性同士2人で利用しました。外観と内装はとても素敵です。お部屋はよく見ると古い箇所もありましたが、浴室も広くてきれいでした。お部屋から湖も見れましたし、外に出て、湖畔のベンチに座って山と湖を眺めているだけでも癒されました！ただし、お風呂はイマイチ…。とにかく狭い！洗い場のシャワーは2人、露天と言うか…天井が丸くくりぬいてあるだけで…残念なかんじでした。ランチビュッフはお勧めです。,2010/7/10
5520,ミステリープランで宿泊しました。ちょっとは期待してましたが、土曜日ということで、普通のツインルームでした。（安いので仕方ないですが）部屋からの眺めやホテルの雰囲気はよい筈ですが、あいにくの梅雨の為大雨。 2歳以下の子供連れでしたが、部屋には、タオルやスリッパ、アメニティなどもしっかり用意されていました。 ウェルカムドリンクやクッキーの手配もしてくれ、得した気分です。しいて苦言を言うなら、外国人の観光客が増えていて、露天風呂でのマナーが如何なものか。,2010/6/29
5521,ミステリープランで宿泊。部屋からの眺めやホテルの雰囲気は最高。ただ、３人で予約してあったのに案内された部屋にはベッドはおろかタオルやスリッパ、アメニティなども２人分しか用意されていなかった。一緒にきた係の人が平然としているのにはびっくり。ベッドは後から準備してもらうことにしたが、スリッパなども電話しないと用意をしてくれなかった。この他、ウェルカムドリンクがあるのに案内もなく、知っている人だけが得をするシステムなのも納得できない。富士屋ホテルの系列なのに、いくら安いからといってもこれではブランドが傷つくのでは？,2010/6/26
5523,能面ホテル？ホテルの構えはとても豪華だし部屋も素敵だったが、なぜかあまりくつろげなかった。なぜかと考えると、ほとんどのスタッフに笑顔が無く能面のようだったから。夕食時のフレンチは美味であったが、談笑中に会話をさえぎりマニュアル通りのメニューの説明はいかがなものか。風呂の場所が厨房のダクトに隣接しているらしく、夕食前には露天風呂にキッチンの油のにおいがこもり、大変不快だった。外部の温泉が割引になること、ウェルカムドリンクのバー（開店時間がわずか20分！）等、チェックイン時には何の説明も無かった。。。。結婚式の幸せそうなカップルと湖面を臨むチャペルを部屋から眺めることができたのは唯一の救いであった。,2010/6/20
5524,遅い時間のチェックインとなってしまったとはいえ、箱根なのに大浴場が1つしかなく、男性・女性で利用時間が区切られているのは、やはり残念の一言。（タイミング悪く、温泉に入るまで2時間待つことになった）カテゴリーが温泉宿ではないから仕方ないのかもしれないが。。。部屋も古めかしさは否めない。また部屋にあった作務衣がカビ臭くて、着られなかった。それとテレビはいい加減、地デジ対応にした方がよいのでは？そもそもテレビにスリープタイマーは無いし、有料放送の機器はあれど全く機能していない。これだったら、湯本近辺の温泉宿に泊まるべきだった。唯一の救いは、朝食が美味しかったことです。,2010/6/19
5525,今回、彼女の誕生日をかねての旅行で、箱根に３泊しその内の一泊が箱根ホテルのスイートルームでした。選んだ理由は、芦ノ湖が見えるバルコニーがある事で予想どおり芦ノ湖越しに富士山もみることができ満足でした。残念だった事は、リビングのグラスに口紅のあとがついていた事、寝室のプロジェクターがセットされてなかった事と、チェックイン時にお願いしてあったケーキセットが準備されてなかった事でしたがその夜フロント担当だった男性スタッフのスピーディーな対応のおかげで本当に助かりました。ありがとうございました。,2010/6/19
5526,新婚夫婦で小旅行に利用しました。部屋の綺麗さ、眺望、朝食は良かったのですが、空調が思うように設定できない、風呂が狭い（時間交代制）、夕食のフランス料理のメインディッシュが選択可能なはずなのに、選択できなかったのは非常に残念でした。,2010/6/7
5527,友人の誕生日祝いで、宿泊しました。設備、食事、部屋からの景色、立地、全て良かったです。事前にお願いしたケーキを持ってきてくださった際、歌のプレゼントを頂きました。友人は照れ臭そうでしたが、感動してました。鉄板焼きは、味はもちろん、シェフの鉄板捌きも見ていて楽しかったです。本当に良かったのですが、改善点を言わせていただくならば、１点。お風呂場に外国語でタオルの片付けについて説明書きを設置してはいかがでしょう？マナー違反の方が多く気になりました。私が浴場や脱衣所のタオルを片付けたりもしました。皆さんが気持ち良く利用できるよう、ご検討くださいませ。,2010/6/7
5528,ミステリープランで利用させていただきました。客室は清潔で、ツインベッドルームで広さも十分で、部屋からの景色もリゾート気分満点でした。折角の温泉でしたが、大浴場が狭く、ちょっと残念でした。また、客室のアメニティーもリゾート感が無かったのは残念です。,2010/6/1
5529,ミステリーツアーを使って宿泊させていただきました。部屋は清潔感があり眺めも正面に芦ノ湖が見え朝は清々しかったです。あいにく雨が降っており露天風呂は頭を雨に少し打たれながら入りましたがお湯自体はすごくよかったです。今度は晴れた日に行きたいですね。,2010/5/30
5530,この度5月27日ミステリープランにて宿泊しました。どんなプランかと思いましたがお部屋も広く綺麗でスタッフの方も良かったです。ただ大浴場が1つで男女それぞれ時間が決まっているのが残念でした。湖の景色も良くまた行きたいです。7月には友達のウエディングがあるのでぜひまた泊まりたいです。,2010/5/29
5531,ミステリープランを利用しました。お部屋はジュニアスイートでした。この料金でジュニアスイートには大満足です。お風呂はこじんまりしていたけれど、男女入れ替えの度に掃除がしてあり気持ちよく入浴させていただきました。いただいた焼き菓子も美味しかったです。あと、箱根の関所がすぐ横だったので便利でよかった。また利用します。,2010/5/29
5532,友人３人で利用いたしました。外観も素敵でしたが、中に入っても期待を裏切らないお部屋でした。３人一部屋でしたが、部屋はとても広く、天井も非常に高く開放感があり、なんといっても窓から見える芦ノ湖の風景がすばらしかったです。朝食のバイキングも美味しく、満足です。少し残念だったのが、大浴場の時間制限が多すぎて、一度も入ることができませんでした。夜遅く・もしくは朝もう少し早い時間に入浴できるとうれしいです。,2010/5/16
5533,色々有るかもしれませんけど、ロケーションが最高です。芦ノ湖を前に、ホテルから見る富士は堂々として素晴らしく言葉を失います。感動的なのは、夕食時メインダイニングに通され席に着くと、夕日を背にした富士山の輪郭が茜色に輝き、刻々と変化する風景は「目に染みる」と言って良い程、心奪われる事になります。全体として、清潔感が有り、こじんまりとした良いホテルでした。不満な点として、風呂を挙げることも出来ますが、立地環境・治安等良いし、気を遣わずに過ごせ、推薦できるホテルです。又、夕食は「好み」ですので、評論出来る部分では有りません。朝食は、品数も多く、何を食べても美味しくいただきました。満点では無いと言うところが、まだこれから成長できる証です。・・・あの富士山は心に残りました、ありがとう。,2010/5/3
5534,3度目の利用ですが、やはり最高に良かったです。部屋は、3人だと少し狭いですが、最上階の希望を聞いて頂いたのでの通常よりかなり広く感じました。夕飯も今迄で一番凝っていて美味しかったです。朝食が以前は、全てサービスして下さっていたのがバイキングになっていたのが残念でした。同じメニューでもサービスで頂いた方が美味しく感じるのかなと思いました。最後に病院も探して頂きましてありがとうございました。,2010/5/3
5535,ミステリープラン利用でジュニアスイートに泊ることができました。（当日の状況によって案内されるお部屋が違うそうです。）チェックイン当日は生憎のお天気でしたが、翌日は快晴。窓からは芦ノ湖の湖面と富士山の白い頭がなんとも清々しい景色でこの景色だけでもここに決めて良かったなぁと思いました。（泊ったお部屋はバスタブから外の景色も眺められるようになっていて驚きました）また、スタッフの方の駐車スペースへの誘導〜チェックイン〜部屋への案内なども気持ちの良い対応で、主人も「また来たいね！」と喜んでくれました。ウェルカムドリンクのサービスもあり、お得感バッチリです。温泉は1ヶ所のみ。時間で男女入替制になってます。とてもよく温まるお湯でした。食事はホテルでとらなかったのですが、次回は是非ホテルで頂きたいと思います。おかげさまでゆっくり日頃の疲れが癒せました。,2010/4/26
5536,毎回箱根に行き宿泊する度にこだわっていたのが温泉でしたので、以前から泊まってみたいとは思っていましたが躊躇していました。今回、お手頃プランを見つけたのをきっかけに母と二人でお世話になりました。時期的に宿泊客が少なかった為、お風呂はほぼ貸し切り状態で思っていたより広く快適でした。外観はコンクリート打ちっぱなしでスタイリッシュ、無機質な感じですがお部屋は広く天井も高くてリラックスでき壁ました。更に壁一面分が窓になっており、芦ノ湖の眺めが圧巻でした。部屋にいるだけで箱根の素晴らしさが味わえた気がします。,2010/4/23
5538,箱根のホテルで温泉が男女時間制なのが不満です。お風呂も小さくて洗い場も３人で一杯では如何なものか？立地条件は良いのですがお風呂だけが不満かな・・・。,2010/4/2
5539,ミステリープランでスーペリアツインルームを利用いたしました。清潔感溢れる清々しい部屋で、夕食時間前にはウェルカムドリンクのサービスもあり大満足な滞在でした。共通の温泉浴場が男女時間制での利用なのは少々残念でしたが、エレベーターからも近く、露天風呂もあり、コンパクトで掃除も行き届いた気持ちの良い温泉でした。また利用したいと思います。,2010/3/19
5540,親子3代で二回目のミステリープランでしたが、相変わらずベッドの寝心地とお風呂に大満足です。が、今回は部屋に残っているタバコの臭いが残念でした（でもミステリープランだからしょうがないですね）でも次回また利用すると思います。,2010/3/19
5541,お部屋も広くて清潔感もあり申し分なしです。次回は食事もいただいてみたいです。,2010/3/19
5542,ミステリープランで泊まりました!!すごくきれいな部屋で驚きました＊今度は食事付きで泊まりたいと思います(*^□^*),2010/3/7
5543,ミステリーコースでの宿泊でした。楽しみにしていた部屋は芦ノ湖の正面で見晴らしが良く富士山も見え、広々とした間取りは開放的でゆっくりと寛げ大満足でした。今回は食事なしだったので、次回は夕食を堪能しに宿泊したいと思います。,2010/2/28
5544,お世話になりました。今回、ミステリープランで利用させてもらったのですが、お部屋も広くて清潔感もあり申し分なしです。次回は食事もいただいてみたいです。,2010/2/24
5545,部屋の大きな窓から富士山と芦ノ湖の眺望が真正面に見え、とても素晴らしい景観で、気持ちよく過ごすことができました。大浴場は時間制で男女入替、狭いというクチコミがたくさんありましたので、時間を見計らって入浴したところ２名だけでしたので気持ちよく入浴できました。ただ時間が決まっているので、入りたい時に入れないのが残念です。部屋の窓ですが、子供の手垢が付いたままで、掃除はもう少し注意していただきたいです。,2010/2/23
5546,最高！最高！最高！でした！！！彼の誕生日に伺ったのですが、最初から最後までとても満足でした。お部屋は天井が高くて、一枚ガラス窓からの芦ノ湖の眺めは開放感があり、お部屋に入った瞬間鳥肌が立ちました。お部屋のお風呂もとても広くて、とにかくゆったりできました。箱根の天気が悪い時のためにホテルを一ヶ月前から慎重に選びました。結果、とても満足です。（天気にも恵まれ、部屋から富士山も見えました）何より、スタッフの方に大変良くしていただきました。レストランでは、誕生日記念を手伝っていただき、スタッフの方が心をこめてhappy barthday を歌ってくださってとても感動いたしました。生クリームが食べられないと事前に伝えていたので、すごく気を遣っていただきました。本当に良い旅になりました。彼も大満足の様子でした。ありがとうございました。,2010/2/22
5547,部屋はおまかせでしたがとても広く驚きました。受付の人も親切で、とくにバーがお勧めです。,2010/2/15
5548,部屋がミステリ−との事で不安と楽しみでホテルに行きましたが、広くてとても素晴らしい部屋を用意して頂きました。眺めも抜群で、芦ノ湖畔の風景もゆったりとした気持ちになりました。あいにく天気は曇りとチラチラと雪で富士山の眺望はできませんでたが、部屋でゆっくりとできました。是非、またの機会をと思っています。食事はしませんでしたが、とてもよい雰囲気が外からわかりました。次回は是非食事もと思います。ホテルのすぐ側が遊覧船乗り場であり、箱根駅伝のミュ−ジアムでもあり、最高の場所です。,2010/2/14
5549,一泊で家族3人で泊まりました。部屋からの景色がとても良くベッドもとても寝心地がいいベッドでした。朝食もとても美味しくてゆっくり落ち着いて食べられました。バレンタインと言う事もあり雪の上にハートが足跡でかかれていて子供が喜んでました。家族皆大満足でした。また利用したいです。,2010/2/14
5550,ハッキリ言ってごめんなさいもう二度と使いませんと言う感じでした。受け付けの女性対応悪すぎです。車のカギを預かるシステムは解りますが、車に乗ると言う話は聞いていません。次の日に車の場所が違ったので確認してみたらバスが入るのでどけました…と普通に言われました。しかもチェックアウトするときには何にも言われませんでした。こちらが確認しなかったら言う必要無いとの事でしょうか？？もちろん無くなっているものは無い、ぶつけられてもいないと思いたいですけど、一言いってください。男性のスタッフの対応は本当に素晴らしかったのですがそこが残念でした。それと大浴場入れる時間短すぎです。小さいので、かなり混んでます。車のカギを預かる時に車に貴重品を置いてる人もいるので一言言ってください。,2010/2/9
5551,お正月に思いつきで、当日予約・宿泊しましたが、快く対応して下さいました。以前からタウン誌などでよく見かけて、お部屋やラウンジからの眺望がとても素敵だったので、是非泊まってみたいと思っていました。景色やお部屋の広さ、清潔感は期待を裏切りませんでしたが、お風呂が…。せっかく箱根に来たのに、温泉が一つしかなく、狭くて混んでるし、男女交代制で入れる時間も限られてました。朝食も遅い時間に行ったら、ビュッフェの品数が少なく残り物感が出てました。。(遅い時間に行くほうも悪いんですが…)ホテルとしては素敵ですが、値段と箱根という土地柄を考えると、やはり温泉を満喫出来ないのは残念でした。,2010/2/8
5553,夜遅くなりましたが、感じがいい対応で気持ちよかったです。,2010/1/17
5555,1月９日（土）から１泊しました。今回で、２回目です。凄く、いいホテルです。部屋からの眺めも最高でした！富士山がとても綺麗に見えて感動いたしました。客に対する応対も素晴らしいです。一つ残念なのは、お風呂が狭く、洗い場が少なすぎることです。,2010/1/12
5556,窓から芦ノ湖のすばらしい景観がながめられるとても素敵なお部屋でした。部屋もとても清潔で、心地よい時間を過ごすことができました。温泉浴場は、広くはなかったですが、自分にとってはかえってこじんまりしていたところが逆によかったです。落ち着いて入浴できました。すばらしいリフレッシュできた時間を有難うございました。ホテルの皆様に感謝です。,2010/1/9
5557,ホテルの方の対応が、非常に良かったです。夕食のフランス料理のコースも上品で、美味しく頂きました。１品ずつ料理の説明も丁寧で、好感が持てました。ただ一つ、共同の温泉が小さく、混み合うと湯船にも入れないところが残念でした。,2010/1/6
5558,年末のミステリープランを利用しました。混雑する時期なので心配しましたが、とてもゆったりと過ごす事ができました。夜に着いたので外の景色は分かりませんでしたが朝カーテンを開けると湖と遠くに富士山が見えとても感動しました。またぜひ利用させていただきたいです！,2010/1/6
5559,突然の予約でも親切に対応して頂きました。さすが老舗富士屋グループのホテルです。ただ、禁煙の部屋にしてはタバコの臭いがしました。大浴場が１個所なので、男女入れ替えですが、時間配分をもう少し工夫できないでしょうか。女性も朝６時から入りたいよ。例えは全部２時間単位とか。本当はもう一つどこかに増設して頂くのが良いのですが。せっかく箱根に行って、温泉に気持ち良く入っても、時間が迫っているのでは、気分も今一になります。ただ、古ーい歴史のホテルですが、建物がモダンで、立地は最高、外国人の宿泊も多く国際的で、機能的なのが好きです。昼食のビュッフェが最高に美味しかったです。期間限定でなく、出来れば、土日祝だけでもずっと続けて頂きたいです。また、泊りに行きます。有難うございました。,2010/1/5
5560,料理は確かに美味しいです。夕食も朝食も、贅沢過ぎる程でした。問題はお風呂ですね。時間で男女入れ替え制。しかも風呂場が狭い。ちょっとビックリしました。そこだけが残念です。,2010/1/5
5561,こちらのコメントを見てからだったので覚悟はしてましたが、大浴場は狭かったです。特に人が多い時間に行った為か脱衣所の籠も埋まってましたし、洗い場の空きを待って浸かっていた人も多く足を伸ばして入ることも難しい状態。落ち着いて入浴という訳にはいきませんので、部屋風呂で体を洗いました。あと夜にバーを利用したのですがやや室温が低かったように思えます。（入浴後だからそう感じてしまったのかもしれませんが）それ以外は良かったです。特に朝食のパンはおいしかったです。,2010/1/4
5562,新婚以来の25年ぶりの箱根だったので、ちょっと奮発して上等なホテルをと思い予約しました。ミステリープランなのでひょっとして最高の部屋？？？と期待していましたがそれはありませんでした。ただ4Ｆのスーぺリアツインでしたのでドーム状の高い天井でよかったです。フロントの対応、部屋の高級感、清潔感、芦ノ湖を見渡す最高の景色。どれも素晴らしかったです。夕食もとても美味しくウェイターの対応も一流で、やはりお金を出すだけの価値を感じました。チェックアウトも11時でノンビリ出かけられました。夫婦の大切な旅行が思い深いものになりました。スタッフの皆さんに感謝の気持ちでいっぱいです。ありがとうございました。,2009/12/30
5563,毎年クリスマス時期に宿泊していますが、今年で４回目です。今回初めてホテル内のレストランでフランス料理を頂きましたが、格別でした。温泉もこじんまりしていて、とてもいい感じです。是非一度泊まってみてはいかがでしょうか。ちなみに富士山の見える部屋がおすすめです。,2009/12/30
5564,クリスマスイブに利用しました。お部屋もお風呂も広く清潔ですごく良かったです。何よりホテルの方のサービスに感動しました！彼と部屋で２人だけのクリスマスをしたくて、持ってきた食べ物を温めてもらったのですが・・きちんとしたレストランで出てくるオードブルのようにフタつきのお皿に入れかえてくれて、ナイフやフォークまでつけてくれて・・まるでルームサービスでお部屋で食事をとっているかのような贅沢な気分にさせてもらいました。特別な夜に特別なサービスをしてもらい、すごく良い想い出になりました。ありがとうございました。またぜひ泊まりに行きたいと思います。（彼にも是非お礼を投稿するようにと言われました(笑)彼も大満足だそうです☆）私たちを担当して下さったホテルの方、本当にありがとうございました。,2009/12/29
5565,静かで、落ち着いたいいホテルです。 湖畔の庭は散歩には最適でしょう。,2009/12/16
5566,今回は少な目のディナーコースでお願いしました。二人ともあまり量はたべないので十分でした。味も良かったですよ。お風呂は男女交代制で少し不便でしたがお湯はすごくあったまり良かったです。バーは空いていて寒かった。１０時ラストオーダーは早すぎだと思います。難点は隣りの部屋の女性達の話し声が大きく、五月蝿かった事ですね。朝、ゆっくり寝てようと思っていたのにその声で目が覚めてしまいました。全体としては満足できた一泊でした。,2009/12/11
5567,芦ノ湖の目の前で立地もよくとても静かなホテルで落ち着いて過ごすことができました。夕食はフレンチで前菜が私はとても感動しました！パンもヘルシーで何個もいただいてしまうくらいおいしかったです。朝食もお豆腐のステーキや卵料理のバリエーションも多くてとてもよかったです。お食事、お部屋は最高です。ただ、お風呂が小さくシャワーブースも少ししかなく、男女共有のお風呂なため、時間帯も決められていて使いづらいのは残念でした。総合的にはサービスもよく、心地よく楽しむことができました。,2009/12/9
5568,今回で二回目、お食事を考えると、つい箱根ホテルに行きたくなります。夕食は絶品です。また泊まりたいホテルです。,2009/12/8
5569,ミステリールームの素泊まりプランで利用させていただきました。部屋がランクアップするかと密かに（かなり？）期待していたのですが、それがなかったのは残念。ところがどっこい。案内された部屋は芦ノ湖が一望でき、また、富士山を正面に見ることができて、最高の景色を堪能することができました。期待以上で大満足です。何かと酷評されることのおおい大浴場も、朝イチで入浴したら他にお客さんもなく、とても気持ちよかったですよ。また行きたい宿のひとつに加えたいと思います。,2009/12/6
5570,ミステリープランを利用させていただきました。大きな窓から広がる芦ノ湖とその向こうの富士山の眺めが素晴らしかったです。お部屋もベッドも大変広くて快適に過ごせました。バースタッフの対応の良さは最高です。もう一度行きたいと思えるホテルでした。,2009/11/26
