Unnamed: 0,口コミ,投稿日
4074,先日は大変お世話になりました。まず部屋に入ってびっくりしたのはお部屋の清潔さと広さ。お掃除もきちんと行き届いていて気持ち良かったです。お部屋についていた露天風呂も、滝の音を聞きながらゆっくりくつろげました。ただ二点ほど気になった所が。まず布団の事。電話で予約内容の確認をした際に、夕食時に敷いておいてくださいとお願いしていたのにも関わらず、忘れられていたようでした。ﾌﾛﾝﾄに連絡した所、今別の部屋のを敷いてますから、と言われ待たされました。あとは誕生日ｹｰｷの事。ｺﾝﾋﾞﾆで売ってる様な2個入り400円位のﾌﾟﾗｽﾁｯｸに入った普通のｹｰｷでした。ﾎｰﾙはさすがに食べ切れないと思って2切れでとお願いしましたが、あれにはちょっとびっくり。自分で買っていけば良かったと後悔。少し説明不足だと感じました。ただそれを除けば、ここのお宿は本当にいい所です。心身共に癒されました。またいきます。,2009/2/26
4075,先日はお世話になりました。チェックインの時間に遅れてしまう電話をした際にとても丁寧に説明していただきありがとうございました。館内は素足でいいとのことで、とてもリラックスできました。お布団などは自分達で敷くということで、時間に追われることなくのんびりすることができました。また箱根旅行のときにはぜひ利用させていただきたいと思います。,2009/2/25
4076,部屋がとてもキレイでした。備え付けの露天風呂も広くてゆっくりと入る事が出来て満足です。ただ、大浴場の方が髪を洗ったりする事が出来ない位寒かったです。お湯の温度や質に関しては文句無しだっただけに残念です。ご飯もとても美味しくゆっくりと食べる事が出来ました。最初にご飯を頼んだのに忘れられて最後に来たのには「･･･」でしたが。それもイイ思い出です。,2009/2/23
4077,とても清潔でくつろげました。夜中に他のお客さんの大合唱がなければもっとよかったのですが…。（これは運の問題ですね）お風呂も、お部屋もいい感じでゆっくりできました。,2009/2/22
4079,少し隠れたところにある隠れ家的な旅館でした。カップルで行ったので、あまり構われないことが逆に良かったです。部屋や廊下も凄くキレイで、浴衣姿で裸足で歩くのも心地よかったです(^^)女性は可愛い浴衣を選べるとは書いてありましたが、背の高い彼のためにも、サイズを合わせた浴衣をわざわざ出していただけました。お部屋のゴミ箱がちょっと小さくてカップラーメンのゴミが出しっぱなしになってしまいました；全体的にはとても満足です。また機会があれば行きたいと思います。,2009/2/22
4080,とても落ち着いた雰囲気で、いいところ。,2009/2/21
4081,初めて宿泊させて頂きました。部屋も広くてすごくきれいだし、源泉風呂がついていて、好きなときに好きなだけ入れるし、館内もとても落ち着いた雰囲気で大満足でした。また夕食も大変美味しく、朝食ﾊﾞｲｷﾝｸﾞも種類が豊富で楽しく美味しくいただけました。ホテルおかだの足湯が利用出来たのもよかったです。とにかく部屋数が少ないので館内は静かでとってものんびり楽しめました。ｶｯﾌﾟﾙに特におすすめです。,2009/2/17
4082,私たちは皆さんの口コミを参考にして宿を選ばせていただきました。ふるさとは清潔感があり、部屋は広く、口コミ通り雰囲気も良くゆったりとした時間を過ごすことができました。箱根に行くことがあれば また行きたいです。,2009/2/13
4083,女５人でお世話になりました。露天風呂付き客室で、部屋も広々していてホントにのんびりできました。１人がBirthdayということで予約後連絡した所、ケーキを用意して下さり(しかもかなり大きな)とても喜んでおりました。ふるさとさんに宿泊だと、おかださんのお風呂にも入れ、飽きることなく過ごせました。また是非、利用させて頂きます。,2009/2/11
4084,他の宿泊客と会うことがほとんどなく、おしのびっぽくてよかったです。風呂にこだわって宿を探していたのですが、部屋にあるお風呂が源泉だったので嬉しかったです。池に面していて、鯉に餌をやったりと、楽しめました。女性は浴衣を選べるのも良かったです。まったりと癒されました。,2009/2/9
4085,予定より早く着いてしまいましたが、快く受け入れていただきました。館内はとてもきれいで、客室も思っていたよりも広く、ゆっくりくつろぐ事ができました。とても満足な旅行になりました。,2009/2/8
4086,某県から一週間出張で、最後の日に、ここで泊まるなら箱根に行こう！と、仲間達と意気投合して、名古屋に帰る途中に利用させてもらいました。職人にとっては、最高の旅館でした。みんな大満足で、喜んでくれました。私に、とってはﾘｰｽﾞﾅﾌﾞﾙなのでありがたかったです。次回は妻と、お世話になります。,2009/2/6
4087,何回か利用させて貰ってますが部屋は広く清潔感があって気に入ってます。温泉も気持ち良いです。いつも素泊まりなので今度は食事もしたいと思います。,2009/2/6
4088,先日はお世話になりました。夕食なしのプランでしたので、チェックインしてから自由気ままに時間を過ごしました。お風呂は、隣のホテルおかだのお風呂にも入ることができたので、まるでホテルに泊まっているかのような気分を味わえました。ホテルの方の広い大浴場も良かったですが、こちらの旅館の露天風呂も滝の音が聞こえていつまでも入っていられました。照明がハート型だったり、こまかなオシャレも素敵でした。お部屋も予想以上に広く、マッサージ機も全員利用して満足でした。朝食もホテルのバイキングで、美味しいお食事に大満足。もう少し長くいられるプランがあればもっと最高だと思います。楽しい旅行のひと時を、ありがとうございました。是非、機会があったらまた泊まりに行きたいです。,2009/2/3
4089,仕事が終ってから伺ったのでチェックインが遅くなってしまいましたが、スタッフの方がとても感じよく、ご親切で落ち着きのある方ばかりでした。館内が静かでとてもよかったです。ぜひまたお世話になりたいと思います。特にゆっくりできる１２時チェックアウトのプランも用意していただけると嬉しく思います。,2009/2/1
4091,先日、お風呂付きのお部屋に宿泊しました。客間はとても広々としていて、びっくりしました。清潔感もあり、宿の方も必要な時以外は声をかける事も無く、気を遣わずに済みました。すれ違い様にごゆっくりどうぞと声をかけて下さり、好印象です。お風呂も露天風呂はプライベート感があり、ゆっくり貸し切りで入りました。浴衣も種類があり可愛いかったし、ホテルおかだも利用出来て、お得感がありました。ただ、お食事があまり充実していなくて、家でも食べられそうなメニューなのでちょっと残念。接客は笑顔で素晴らしかったので、食事の内容が良かったら毎回でも泊まりたい宿です。,2009/1/26
4092,とても良いお宿でした。露天風呂付客室に宿泊させて頂いたのですが、お値段も他と比べてリーズナブルで、旅館の人の接客も、とても親切で温かみを感じました。２人で宿泊したのですが、お部屋も入ってびっくりするくらい広くて、清潔感があってきれいでした。また、すごく暖房もきくので、この時期でも快適でした。お部屋から見える小さな滝の音も心地良かったです。大浴場もお部屋のお風呂もとても気持ち良くて、あがってからもずっと体がぽかぽかしていました。あと、ピリ辛こんにゃくおいしかったです。また泊まりに行きたいと思います。ありがとうございました。,2009/1/25
4093,彼氏との同棲1年記念だったので、ちょっと奮発して露天風呂付きのお部屋に宿泊しました！朝食のみのﾌﾟﾗﾝで★ﾁｪｯｸｲﾝが15時からだったのですが、1時間近く早くついてしまいました。でも嫌な顔ひとつせずに早く入れていただき、そのおかげでﾎﾃﾙおかだのお風呂が貸し切り状態で入ることができました！先にお布団も敷いていただいたので、夜勤明け真っ直ぐに来て疲れていた彼氏も爆睡。ﾌﾛﾝﾄに熱燗とかき氷を頼み、お部屋の露天風呂につかりながら幸せなひととき。最高です！ﾁｪｯｸｱｳﾄしてから湯の里に割引券を使って行ったのですが、ﾀｵﾙも貸していただき本当に助かりました！ﾌﾛﾝﾄの方も良い方ばかりで、満足です！あと近くにｺﾝﾋﾞﾆがないので、食料は先に調達していった方がいいかもしれないですね★ｽﾃｷな１日をありがとうございました！また泊まりに行きます★,2009/1/23
4094,彼氏と2人で露天風呂付きの部屋に泊まったのですがとてもよかったです(´∀｀）全てが源泉なので肌がスベスベになりました☆チェックインの予定時刻よりも大幅に遅れてしまったのですが気持ちよく迎えてくれました。ご飯も美味しく、２人の距離が縮まる旅館でした(^O^)また是非行きたいです☆,2009/1/21
4095,スリッパを履かないため全体的な雰囲気もくつろげるしお部屋もきれいで広くてとてもよかったです。お風呂が露天はよかったのですが中がすこし狭く、日帰りのお客さんもいたのか混雑していました。食事は普通でした。ただ、おかだの方に行くのは寒くて遠く、団体客がおおかったので、ふるさとの方で食べれるようになればさらにいいなと思いました。,2009/1/19
4096,２年前の京都旅行以来、久々に彼女と二人っきりで旅行に行ったのですが、とても満喫出来ました。客室露天風呂も良かったですし、共同のお風呂も誰にも会う事なく、貸し切り状態で使う事が出来ました。お風呂に入ってる時も車の音など一切聞こえなかったので、気持ち良かったです。夕食もクチコミでボリューム不足などのコメントを見掛けていたので、ど〜なのかなぁって思っていたんですが、お腹一杯食べられました。彼女もとても満足してくれ、いいプチ旅行が出来ました。また泊まりに行きたいです。ありがとうございました。,2009/1/19
4097,前回は２階の瓶のお風呂がある広い部屋に泊まりましたが、今回は素泊まりで。仕事を終えてから夜９時に到着。１階の部屋はトイレもなく天井も低く、窓があっても外が見えない部屋ですが、お値段を考えたらこれでＯＫ，充分でしょう。ただエアコンをガンガン効かせないと寒いので、かけていたのですが、乾燥がひどくて喉をやられそうでした。洗面台に水を張り、バスタオルを濡らしてかけておいたので、畳が濡れてしまいましたが、そうでもしないとちょっと耐えられませんでした。冬場は加湿器が欲しいです。露天はホント、気持ちよくて、ホテルおかだの大きいお風呂まで行きましたが、こちらのこじんまりした露天が好きです。,2009/1/18
4098,15日に宿泊しました！部屋数が少ないこともあり、落ち着いた時間を過ごせました。接客も良くてまたお世話になりたいです。欲を言えばチェックアウトの時間をもう一時間位遅くして頂けたらうれしいです！,2009/1/18
4099,落ち着いた雰囲気で、接客応対も良く満足しました。しかし、系列のホテル岡田で食事をしたのですが、フロントの対応が悪く、残念でした。後は、可能なら部屋で食事が出来たら良かったです。,2009/1/16
4100,朝食ﾊﾞｲｷﾝｸﾞの宿を探しており、木もれびの宿 ふるさとを見つけました。まず、部屋がとても広々としていて驚きました。浴衣を選べるという所も女性としてとても嬉しかったです。部屋数が少なく落ち着いた静かな空間が凄くよかったです。今回、職場の仲間3人で利用しました。おいしいご飯を食べて、露天風呂に入って、落ち着いた雰囲気に癒されました！本当に大切な思い出が出来ました。また行きたいと思っています！,2009/1/15
4101,とても気持ちよくすごせました！ロビー周辺の間接照明もステキだったし、お部屋も広くて清潔でした。なにより応対が気持ちよくてとてもうれしかったです。また泊まりに行きたいです。ありがとうございました！,2009/1/14
4102,ぽかぽかあったかい木の床と、綺麗にお掃除された古民家ふうの内装がとてもなるほど“ふるさと〜☆”ってかんじでした。間接照明や生花の飾りなんかもすてきでした(^-^)色んな浴衣が選べて楽しいし、スタッフもとてもやさしい。ふるさとのお風呂は露天と半ガラス張りのと２つで、大きくはないけどいいお湯でツルっとなりました。直通のホテルおかだの大浴場もはいれるので二度おいしいかも☆部屋のバスも温泉水でした。,2009/1/14
4103,義母の還暦のお祝いにとお風呂付のお部屋を予約。行ってみるとお風呂にお湯がなく、自分で蛇口をひねってお湯をためることになっているみたいでした・・・。確認不足でした。。。でもなかなかお湯が出ず、出始めても温度が低くて入れなかったそうです・・・。残念。お部屋のポットが壊れているのかボタンを押してもお湯が出ず、手動でやっと出しました。古いようで中も汚れていました。「おかだ」のほうがお風呂場が充実していたみたいです。かみそりとか？落ち着いた雰囲気だったけれど、チェックイン後から夜にかけて日帰り温泉利用の方もいてお風呂も休憩所も混雑していたので落ち着かなかったです。ビールのお値段が良心的でよかった♪,2009/1/13
4104,和風ライトで落ち着いた雰囲気。スタッフみなさんあたたかい言葉をかけてくださいました。休日だからか「木もれびの宿」は日帰り温泉利用の方が多く、夕方の入浴は混雑していました。部屋は広くお花が飾ってあり、掃除も行き届いていてよかったのですが、一番期待していたマッサージチェアはエアが入って抜けてと圧迫されるもの。よくある100円入れて…のいろんなコースつきのイスを期待していたので残念でした！食事は大人の料理は鍋がおいしかった☆4歳の息子、小２の従兄のお子様ランチ、ファミレスのお子様ランチを想像していましたが、五目寿司？は味がなく、ひょうたん型のお弁当箱右側にかに甲羅に入ったグラタン、左側はシャケのフライ、マカロニグラタンのコロッケ？手羽先のから揚げ、鶏の照り焼き、かぼちゃのフライ、魚の西京焼き？（堅い！）飲み物は別料金、デザートもなく、幼児には不向きなメニューだと思いました。,2009/1/13
4105,露天風呂が広くてとても気持ちがよく、疲れがとれました。他のお客さんもいない時間帯に入ったので貸切状態で幸せでした！接客もみなさんにこやかで久々の和食を堪能できました。冬の定番のお鍋はだしがきいてて具沢山でお腹いっぱい食べることができました。お部屋は入ってびっくりするくらい広かったです。また来たいと思います。,2009/1/12
4106,玄関を入るととてもモダンな空間が広がります。夜になると和のランプが幾つか灯されロマンチック。お部屋は2部屋が使える上に玄関スペースも広いので他の部屋の音が漏れてきません。お部屋の「半露天」は　まぁ言ってしまえば　露天ではないですね。「窓の広い　陶器のお風呂」でしょうか。でも十分に2人だけの時間を有意義に過ごせるお部屋。食事は隣の母屋「おかだ」で頂くことになりますが、この夕食は頂けない・・・・・昔からある　温泉旅館のお決まりの食事。時代を考えられていないメニュー。お風呂も「おかだ」さんの大浴場は古さを否めません。写真に掲載のいろんな露天風呂は　別な場所。料金も別。足湯も、なんせ「ぬるい！」お風呂は「ふるさと」のお風呂の方が全然いいです。これだけのセンスの建物を経営されているセンスがあるなら「おかだ」に頼らず食事もなされば良いと思いました。,2009/1/8
4107,お部屋のお風呂も源泉なのにリーズナブルでしかもふたりには広すぎる部屋でびっくりしました布団はお客様自身でと予約時から書いてあったのにチェックインすると「どうされますか？」の心遣いが嬉しかったです（寝たいときに自分でしきました）ホテルおかだへの夕食を食べに行くのが遠いという方もいますがお散歩気分でぜんぜん近く感じましたわたしは隣の旅館に遊びに行ってご飯食べてお風呂も入れてのお得感のが大きかったです部屋食が良い方にはめんどうかもしれませんがふつうの旅館にはないことなので楽しかったです。女性には嬉しい浴衣のサービスもありましたので今度は母を連れて絶対行きたいです。ありがとうございました。,2009/1/7
4108,お正月に家族５人で１泊しました。すべての面で、とても気持ちよく過ごすことができ、いいお正月になりました。ありがとうございました。,2009/1/5
4109,大晦日に母と二人で宿泊しました。前日に予約がとれ、本当にラッキーでした。専用露天なしのお部屋にしましたが、共用のお風呂も混雑なく利用でき､そのうえ大変広い部屋で大満足でした。夕飯なしのプランでどこか食べにでなければ…と思っていましたが、近隣の飲食店から出前もお願いできるとのこと、さらに丼､カレー等なら宿で注文もでき、部屋でおいしくいただけました。隣接のホテルのお風呂も利用でき、大変お得感のある宿でした。あと宿の方も大変接客が丁寧でよかったです。また春に子供たちを連れて伺います。,2009/1/4
4110,１２月になってから１泊旅行を計画したのでなかなか空きが見つからず、やっと探し当てたのがこちらでした。年末なのに手頃な料金なので期待していなかったのですが、とても良かったです！部屋もお風呂も落ち着きがあり気持ちよく過ごすことができました。食事は、連絡通路を通って隣のホテルおかだに行きました。特に豪華ではなかったですが、充分なものでした。大浴場もホテルおかだを利用できるのですが、私はこちらの方が気に入りました。他の宿泊客とほとんど顔を合わせることがないというのも良いですね。入浴時間が７時から２３時までというのが残念なくらいです。浴衣の丈がどれも短めで…背の低い私には問題なかったですが、夫が気にしていました(笑)。今度は早く予約して露天風呂付きのプランにしようと夫と話しています。,2009/1/3
4111,露天風呂付きのお部屋に宿泊しました｡旅館の雰囲気は落ち着いていてのんびりと宿泊できました｡部屋は広いし露天風呂もとてもよかったです｡ﾎﾃﾙ岡田でのご飯もおいしかったです｡朝食はﾊﾞｲｷﾝｸﾞでよかったです｡できれば夕食もﾊﾞｲｷﾝｸﾞの方がよかったです｡ﾊﾞｲｷﾝｸﾞの1部ｽﾀｯﾌの方の態度が冷たく残念でした。全体的にとてもいい旅館でした｡また宿泊したいなと思いました｡,2008/12/27
4112,落ち着いた雰囲気で、客室も少ないために週末でも貸し切り感があります。土曜日の宿泊でしたが、大浴場では他の宿泊客に最後まで会わずじまいでした。客室は想像していたより豪華で、洗い場付きの客室露天風呂はホントオススメ、外の景色もただの空や山が見えるのではなく、滝や鯉の泳ぐ池を眺めながら湯船につかれます。レストランにあるような大きなコーヒーメーカーまであってかなり驚き。それなのに価格設定は他よりリーズナブルでお得だと思います。スタッフの方も親切丁寧、ほのぼのとした感じで好印象でした。高級旅館に在りがちな極端にかしこまった接客や過剰なサービスは皆無、静かに落ち着く時間が流れる空間が満喫できます。賑やか華やかな温泉宿でなく、しっぽりと静かな温泉宿をお探しの方にはピッタリです。夕食はいくつかの料理メニューの選択肢があると嬉しいかなと思いました。またリピします、お世話になりました。,2008/12/22
4113,ロビー全体は新しくて雰囲気のある作りでしたが、部屋は何故か古さを感じました。部屋の温泉はホームページで見るのと全く違い、窓を開ければ露天気分も味わえる？作りで、あまり解放感はありませんでしたが、寒かったので逆に窓を開けたり閉めたり出来て良かったです。　一つ気になるのは布団。食事の時間を指定していたので、食事の間に布団を敷いてくれるのかな？と思っていたら敷いていなく、どの案内を見ても布団はお客さまで、と言う記述はありませんでした。　ほおっておかれるのは好きなのですが、チェックインの時にも部屋の案内にも書いてない宿は初めてだったので、ちょっとビックリしました。　,2008/12/19
4114,一度、部屋に露天風呂のついたところに泊まってみたかったのですが、なんと言っても値段が高く、なかなか実現しませんでした。今回は、破格に安くて、どんなところなんだろうと思って行きましたが。。。もう最高でした。よかったです。「こんばんは！」と玄関を入ったとたんから笑顔で迎えてもらい、部屋に案内してくれた方も本当に笑顔がステキでした。それに、8室だけと言うのも初めてだったのですがとても静かでのんびりできました。構われずに放っておいてもらえるのも、かえって、気楽でした。宿泊人数が少ないので、1階のお風呂も貸しきり状態。部屋の露天風呂も最高でした。朝食は、隣のおかだホテルに行きました。くじ引きで割引券もいただいたので、ぜひまたお邪魔します。お世話になりました。ありがとうございました。,2008/12/13
4115,ご飯も美味しかったし、ゆっくりできました〜。赤ちゃん連れにもいい対応をしていただいてよかったです。フロントの方達も丁寧で優しくて嬉しかったです！また来たいです！,2008/12/12
4116,１１月の最初の連休に利用しました。箱根観光の人の多さに少々疲れ気味だったので、広い客室・露天風呂付のお部屋で、ゆっくり過ごすことができました。子ども達は、部屋から見える鯉に大喜び。大人は、部屋のお風呂から見える外の景色やガラス越しの部屋の様子やＴＶ（音は聞こえませんが…)が、うれしかったです。コーヒーメーカーもあり、くつろぎの中でおいしくいただきました。女性には浴衣のサービスもあってうれしかったのですが、あの帯は締めにくかったです。あと、二階や廊下の音も気にはなりますが、建物の構造上仕方ないのかなと少し残念でした。でも、また利用したいと思ってます。ありがとうございました。,2008/12/10
4117,お風呂の４は、一緒に行った男性が、強風のため早朝から入浴できなかったためで、それ以外は（特に女性は）大変満足でした。金曜の仕事が終わってからの旅行だったため、素泊まりでしたが、次回は是非ゆっくり行って、夕食もいただいてみたいです！お世話になりました。,2008/12/10
4118,露天風呂付の部屋に泊まりました。2人なのにすごく部屋が広くてのんびりできました!!露天風呂からも部屋からも紅葉が見れてすごく満足です。浴衣が選べるのも嬉しかったです♪また行きたいと思います。,2008/12/10
4119,お部屋がとても広くて感動しました！！部屋のシャワーからも温泉が出ると聞いてすごい！と思いました。温泉は空いていて貸切状態でした♪料理はちょっと新鮮身がかけました。でもデザートはとてもおいしかったです。また行きたいです！,2008/12/5
4120,２回目の利用です。前回、今回と客室露天付きの部屋でしたが、部屋数が少ないせいか大浴場(?)でも他の宿泊客に会うこともなく、ゆっくり出来るので、今度は客室露天付きじゃない部屋に泊まろうかと思ってます。,2008/12/5
4121,２人で泊まりましたが、部屋がかなり広くてよかったです。ビックリしたのが朝窓を叩く音がしたので、障子を開けると野生の猿がいました!?,2008/12/5
4122,今回初めて利用しました。接客もよく、部屋も広々としてとても静かでした。食事もおいしくいただけました。また利用したいと思います。,2008/12/3
4123,池で泳ぐ鯉を見ながらお部屋専用露天風呂でゆったり最高でした。,2008/12/1
4124,２度目の宿泊でした。朝食を摂るのは少し遠いけど、お風呂も良く静かで主人はとても気にいってます。それで２度目となりました。仕事帰りに待ち合わせて行くので忙しいですが、宿に着いてホッとしました。スタッフの方々も親切でした。宿泊代の割り引きになるくじも当たり、得した気分で帰路に。またぜひ宿泊させて頂きたいと思います。,2008/11/27
4155,女二人で泊まりました。とてもキレイな宿でした。ところどころにあるランプのオブジェが可愛かったです。お風呂が混まなくて、ほぼ貸切り状態でのんびり過ごせたのはアットホームな宿だからだったと思います。清潔感のあるお風呂でした。ホテルおかだのお風呂も入れるので、そちらにも行き、朝は足湯もしてきました☆部屋が広かったのも嬉しかったです！また行きたいと思います☆,2008/10/22
4156,露天風呂付の部屋だったので好きなときに温泉に入れて最高でした。料理、サービスとも良かったのですが、女性用の浴衣が汗臭かったのがちょっと残念。,2008/10/21
4157,期待しすぎていたのがいけなかった。駐車場から暗い玄関のアプローチでいやな予感はしていました。部屋のお風呂は露天ではありません。「屋根付き・窓あり露天」から推測すればよかった・・・明らかに部屋風呂をリフォームした「内風呂」の様。食事は隣の「おかだ」のバイキングレストランで夕・朝食ともとります。団体客と一緒で、団体バス旅行気分満載です。部屋の案内に「百合プラン夕食３８００円」と明記されていて、私たちの食事チケットにもしっかり「百合」の文字が・・・素泊まりで別料金で食事にすればよかった・・・リーズナブルで露天付き！と張り切りましたが前代未聞の「残念さ」です。温泉宿は結構宿泊しているし、じゃらんヘビーユーザーとしては「口コミ４点以上」で常に満足な宿泊施設にあたっていたが、今回はちゃんとイメージできない浮かれた自分に反省。小奇麗ですが内容は格安宿です。,2008/10/20
4158,旅館や部屋が綺麗でとてもリラックスできました。こもれびの宿のお風呂も貸し切り状態で入れて良かったです。また機会があれば宿泊させていただきたいです。残念な点はおかださんのお風呂も利用させてもらいましたが、途中の階段に虫がいたのと、少しカーペットの汚れが気になりました。,2008/10/18
4159,部屋風呂付きで、とてもゆったりとした時間が過ごせました！⑤周年ということで、ﾁｪｯｸｱｳﾄの時間も11時までだったのが更によかったです。個人的に浴衣が選べるｻｰﾋﾞｽがとてもうれしかったです！お風呂もこじんまりとして癒されました！ﾎﾃﾙおかだの大浴場も利用させていただきました！こちらは広々とした空間で開放感があり気持ち良かったです。,2008/10/18
4160,先日はお世話になりました。口コミ通り、とても満足出来る宿でした！女性のみですが、浴衣が選べるサービスも良かったです。何と言っても、お風呂が気持ち良かった。三連休の二日目なのに、８部屋だけの贅沢な造りなので、広い露天風呂を独り占め出来ました！とてもゆっくり過ごせました。是非、また訪れたい温泉宿です！ありがとうございました。,2008/10/18
4161,露天風呂付部屋に泊まりました。初めてだから、感動しましたね。部屋数は３部屋あったので、凄く広く感じたし、２人にはもったいない気持ちでしたね。カップルなら最高かもよ。一度泊まりたい宿かもね。ありがとうございました。又行きます。,2008/10/13
4162,先日初めて利用させて頂きました。すごくゆったりと癒されました。食事のわがままも聞いて頂き感謝です。必ず次も癒されに行きます。でも人気で予約が中々取れないです。すごく満足させて頂きました。ありがとう御座いました。,2008/10/12
4163,コストパフォーマンスの良い宿だと思います。浴衣は外国人の妻が大喜びしていました。風呂付き部屋はおすすめです。,2008/10/11
4164,１８時チェックイン低料金の素泊まりで利用しました！このお値段で、こんなに綺麗なお宿に泊まれるなんて、大満足でした☆一階利用限定のプランなので、部屋から外の景色を眺める事はできないんですが、2歳の子連れで利用だったので、一階利用の方が他のお客さんに迷惑もかからない、危なくないので、逆に良かったです。内風呂と露天もそんなに大きいわけではないけど、こじんまりしたお部屋数が少ないお宿なので、他のお客さんとバッティングする事もなく、ゆ～っくり子供と一緒に入って、親子共々温泉を楽しむ事ができました☆また利用したいです！,2008/10/11
4166,部屋が広く、落ち着いた雰囲気でゆっくり過ごせました。お風呂は綺麗で、広々していてとても良かったです。食事は隣のホテルだったのですが、おいしかったです。次に伺うときは２泊以上でもっとゆっくりしたいです。,2008/10/5
4167,９月に泊まらせていただきました。素泊まりで食事は無いものの、お部屋も想像していたよりも広くてキレイでした。しかもホテルおかだの大浴場にも入れて満足でした！ただ、素泊まりだけ浴衣が有料で、最初は部屋においてあった浴衣を着ていたのですが、他の部屋に宿泊されている方から変な目で見られたため浴衣を借りました…。でもサービスは良かったです。お風呂とおかだに行く途中の廊下にカニがいてビックリしました(≧Д≦),2008/10/4
4169,温かい温泉で一日の疲れを取ることが出来き、とても気持ちよく泊まれました。一番安いプランでしたが十分満足できました。,2008/10/1
4170,彼の誕生日祝いで、予約しました。場所がわかりづらいこと、電話がつながりづらかったことで印象悪くなったんですが、誕生日祝いということでケーキ用意してくださり嬉しかったです。カップルプランは部屋も広々としていて、お風呂付きでまったりできました。中も綺麗だったし良かったです。,2008/9/29
4171,一泊二日でマッサージチェア付きの部屋に泊まらせて頂きました。接客も良く、宿の内装もお風呂も良かったです。が、１つ意見を言わせて頂けるのであれば「ホテルおかだ」に向かう連絡通路がなぜか臭いように感じます。そこをなくして頂ければ、すごく良いと思います。また泊まりに行きたいです！,2008/9/26
4172,口コミでの評判が良かったので期待していました。そして実際にも大満足でした。部屋は広さ・お風呂共に感じが良く、露天風呂の方も、内湯の窓から見える鯉に子供も大喜びでした。部屋数が少ない為か、他の方々に会う事もほとんど無く静かで落ち着いて過ごす事が出来ました。また機会があった時には利用したいと思います。,2008/9/25
4173,お風呂付きのお部屋は清潔感があり贅沢なくらい広く、小物など隅々までおしゃれな印象で、素敵な時間を過ごすことができました。夕飯もとても美味しくて、接客も丁寧で心地よかったです。好みの色浴衣を選べたり、お風呂が付いているのにリーズナブルなお値段だったり、本当に泊まって良かったと思いました。ただ一つ欲を言えば、ハンドタオルがもう一組くらいあれば便利かなと思いました。が、そんなことは気にならないくらい満足な宿泊ができました。またぜひ利用したいと思います。,2008/9/25
4174,写真で見たよりもキレイでびっくりしました！二人で泊まるには広すぎるくらいの部屋で、彼と二人でのんびり過ごせました。また、誕生日ケーキも用意していただきありがとうございました。彼もすごく喜んでくれました。ひとつ残念なことに、掛け布団に小さな穴が開いていて、羽毛が舞ってちょっと困りました…。,2008/9/24
4175,部屋風呂付の1泊2食付で利用。部屋の設備は十分揃っていて部屋も広いし満足。唯一の不満は布団にしみがついていて汚かったこと。宿の方の接客は必要十分、過度な干渉がないのが好きな人にはなおよし。懸念だった食堂の距離も専用通路の利用で不満はなかった。,2008/9/19
4176,部屋も食事もとても満足できる内容でした！ホテルおかだに食事に行った際にホテルおかだの年配の方がいわゆる『タメ口』でした。それ以外ではとても満足できました！,2008/9/18
4177,ゆっくりとした時間を過ごすことができました。両親も「料理が美味しい」、「内風呂が気持ちいい」と喜んでおりました。ただ、心残りなのが…わたくし自身が宿泊当日に虫歯と歯肉炎が疼き、熱もでて、食事はしたものの味はわからず…といった状況でした。今度は虫歯と歯肉炎を治してからお伺いしたいと思います。,2008/9/13
4178,お風呂付の部屋に２人でしたが、とても広い部屋で大満足でした。駅からバスが出ていますが、徒歩でもいけました。静かなところでとてもリラックスできました☆,2008/9/11
4179,もともと口コミに良い事ばかり書いてあったので、少し期待していきましたが、予想以上に部屋が広くて、外は生憎の大雨でしたが全然気にならず部屋についているお風呂でゆっくりできました。チェックアウトした後も、宿に置いてあるマンガを読みながら共同スペースでのんびりできました。またぜひ利用したいです！,2008/9/9
4180,今回期待したほどではありませんでしたカラオケの音は聞こえるし廊下の足音まで・・・　　　　トイレの便座が壊れてました本当に残念でした。,2008/9/9
4182,彼氏との箱根プチ旅行で利用させてもらいました。ホテルおかだ、ふるさと、部屋のお風呂と、あちこち入りまくって、楽しめました。次の日までお肌つるつるです（笑）平日だったのもあるのか、静かで快適で、お風呂は貸し切り状態でした。浴衣も可愛いのを貸してもらえて、部屋や建物の雰囲気もよくて、ホテルおかだより、こっちに泊って正解というか…得した気分でした。ぜひ、また利用させていただきたい宿です。,2008/9/6
4183,まず、部屋に入って一番最初の印象は「広い！」の一言。食事は隣のホテルおかだまで歩く必要があり、若干面倒な部分もありましたが、特に夕食は味、ボリュームともには非常に満足できました。そして、お目当ての部屋付の温泉で、誰にも邪魔されずにのんびりとつかり、癒されました。また、利用させていただきたいと思います。,2008/9/4
4184,温和プランで宿泊させていただきました。小さなお宿でしたが、部屋は広く、備え付けのお風呂もよかったです。露天風呂とありましたが、実際には窓の大きな室内でした。浴場のほうはほとんど貸し切り状態で利用できました。欲を申せば、バスタオルを２枚ずつ用意していただけると、いろんなお風呂をもっと気持ち良く楽しめたかなぁと思います。お世話になりありがとうございました。,2008/8/25
