口コミ,投稿日,preprocessed_text
食事が美味しい！飲み放題も1000円で地ビールも入ってて良かった！ただ部屋に大きな蜘蛛が。大浴場は狭いが、露天風呂もあり、良かった,2022-10-05,食事 放題 円 地ビール 蜘蛛 浴場
朝大浴場を使った時、脱衣所の床に髪の毛が凄く落ちていて不快だった。もっとこまめに清掃をした方がいい。アメニティの中にせめて綿棒位は入れて欲しい,2022-10-03,朝 浴場 脱衣 所 床 髪の毛 不快 こまめ 清掃 アメニティ 綿棒 位
2歳の子供を連れて宿泊しました。お部屋に温泉がついているので、いつでも入れて気楽です。子供がお風呂大好きで、何度も入れるから喜んでいました。ご飯は多すぎず適量だと思うのですが、うちは子供用のご飯をいただかなかったので、子供がたくさん食べたから大人が少し足りませんでした。食事処は比較的にぎやかで、家族連れが多かったです。家族でのんびりできてよかったです。,2022-10-02,歳 子供 宿泊 いつ 気楽 子供 大好き 度 ご飯 適量 うち 子供 用 ご飯 子供 たくさん 大人 食事 処 にぎやか 家族 連れ 家族
日本の方では無いのに、言葉を選んで接客していたのが良かったです。また前日にめ関わらず対応して頂きリカーヴさんには感謝しております。孫も久しぶりに行き大変満足していました。ありがとうございました。又家族で行きたいと思います。,2023-08-29,日本 言葉 接客 前日 め リカーヴ 感謝 孫 久しぶり 大変 満足 家族
【食事】はバイキングですが、オープンキッチンがあり、夕食はステーキやアスパラの肉巻き、朝食は湯葉とろ飯や揚げパンが人気です。ソフトドリンクは呑み放題、デザートとは別にアイスクリームもあります。【温泉】内湯は沸かし湯ですが、檜風呂と露天風呂はにごり湯の天然温泉です。,2023-08-28,食事 バイキング オープン キッチン 夕食 ステーキ アスパラ 朝食 湯葉 ろ 飯 揚げ 人気 ソフトドリンク 放題 デザート アイスクリーム 内湯 沸かし湯 檜 湯 天然
とにかくご飯とお風呂が本当に良かったです！今回、蟹を食べにこちらに泊まりにきました。夕食も朝食もどれも美味しくて最高でした！！夕食は蟹とアスパラ巻き、エビチリが美味しく、朝のフレンチトーストがすごく美味しかったです。お風呂は丁度いい温度でジャグジーが気持ちよかったです。標高が高いので夏でも涼しく快適に過ごせました。住んでる所と10度くらい気温が涼しいことにビックリしました。部屋は2人で充分な広さで良かったのですが、ベットだけ身体に合わず体が痛くなってしまったのが残念です。この価格で美味しい料理と温泉で大満足なのでまた夏に涼みに蟹を食べに行きたいと思いました。,2023-08-27,ご飯 蟹 泊まり 夕食 朝食 最高 !! 夕食 蟹 アスパラ エビ チリ 朝 トースト 温度 ジャグジー 標高 夏 快適 所 度 気温 ビックリ 人 充分 ベット 身体 体 残念 価格 満足 夏 涼み 蟹
台風のために直前にキャンセルしたのですが、週末に予約が取れたので夫婦でお世話になりました。外国人のスタッフの方（確かネパールのかた？）だったように思われますが、とても感じが良く、接客、食事、お風呂も良かったです。ただ、残念なことに客室の中は掃除が行き届いていたのですが、廊下などはかなり埃がたまっていて（積もってる感じ）それがとても残念でした。コロナが落ち着いて旅行客も増えているようですが、どこもスタッフが不足しているのは聞いておりますが・・・。他が良かっただけに残念です。,2023-08-22,台風 直前 キャンセル 週末 予約 夫婦 外国 人 ( 確か ネパール かた ?) 感じ 接客 食事 残念 客室 掃除 廊下 埃 ( 感じ ) 残念 コロナ 客 どこ 不足 他 残念
今回、息子と2人での宿泊に利用させていただいました。息子とホテルで合流し、翌日朝息子は朝早く仕事に向かうと言う宿泊になってしまいました。朝食より早く出発になってしまった息子に朝早くお弁当を用意していただきました。とてもありがたかったです。スタッフの方々もとても親切で感じが良かったです。食事もとても満足。ぜひまた宿泊させていただきたいと思いました。,2023-08-20,息子 人 宿泊 息子 ホテル 合流 翌日 朝 息子 朝 仕事 宿泊 朝食 出発 息子 朝 弁当 用意 方々 親切 感じ 食事 満足 宿泊
"彼女と結婚前に良いところにということでお邪魔しました。お料理は美味しくスタッフさんの対応も良くその辺に関しては非常に満足しました。ありがとうございました！お風呂も綺麗で気持ちよく入れました。ですがまず駐車場が手前がいっぱいで奥に停めたのですが、狭くて整備もされておらず先行きが不安になりました。お部屋は洋風のツインルームでしたが、お盆期間ということで多少高いのはしょうがないのでしょうが1人28,000円でこの部屋か…と笑いうならばビジネスホテルの少し良いグレードくらいでした。彼女は何も言ってませんでしてがおそらく同じことを思ってたかと。温泉とご飯だけ楽しむのなら良いかと思いますがこのお値段であの部屋ならリピートは絶対ないです。少し後悔しました。",2023-08-15,"彼女 結婚 前 邪魔 辺 非常 満足 綺麗 駐車 場 手前 奥 整備 先行き 不安 洋風 ツイン ルーム お盆 期間 しょうが 人 , 円 ビジネス ホテル グレード 彼女 ご飯 値段 リピート 絶対 後悔"
夕食の時のアスパラ一本揚げがおいしかったです。蟹もあったのはうれしかったです。温泉も源泉風呂があり硫黄臭プンプンで良かったです。,2023-08-10,夕食 アスパラ 本 揚げ 蟹 源泉 硫黄 臭
公共交通機関を利用しての箱根旅行でしたが、ホテルがバス停から近く、観光にもとても便利でした。料理もおいしく、お風呂もきれいでした。部屋がもう少し明るかったらよかったかなと思いました。,2022-10-06,公共 交通 機関 箱根 ホテル バス停 観光 便利 きれい
安定のリカーヴです。もう何回目だろう。蟹が大好きで近場で蟹が思う存分食べられて、泉質が良いのにリーズナブルなので、箱根は他も行きますが、結局ここに来てしまいます。今回、夕食時のフルーツが小皿に取り分けてなかったのが良かったです。取り分けてあるとあまり好みのものではないフルーツも一緒に盛られているし、沢山フルーツ頂きたいのでお皿ばかりが増えてしまうので。今回は海外の方が多く勤務されていましたが、感じが良くて教育が素晴らしかったです。ミャンマーの方のようですが、ミャンマーは親日のイメージなので応援したくなります。また癒やされに行きます。いつもありがとうございます。,2022-10-05,安定 リカーヴ 回 目 蟹 大好き 場 蟹 泉 質 リーズナブル 箱根 他 結局 夕食 フルーツ 小皿 好み フルーツ 一緒 フルーツ 皿 海外 勤務 感じ 教育 ミャンマー ミャンマー 親日 イメージ 応援 癒
和洋室に宿泊しました とても広いお部屋でのんびりできましたエステは本格的ではないですが 癒されました朝夕ともバイキングは 充実していて大満足でした,2022-10-03,和洋 室 宿泊 エステ 本格 的 朝夕 バイキング 充実 満足
小学生の子どもと家族3人で泊まりました。コース料理だと娘が食べれるものがあまりないため、朝夕両方ともブュッフェの宿を探していてやっと見付かったのがこちらのホテルでした。お値段もリーズナブルで食事も美味しく、温泉にもゆっくり入れて娘も大満足でした！！お部屋は洋室のトリプルタイプだったので少々狭く、テーブルがなかったので(小さい台は一つありました)少し不便でしたが、私達家族にとっては大変満足でした！！また利用させて頂きたいです！！素敵な思い出をありがとうございました(^^),2023-08-22,小学生 子ども 家族 人 コース 娘 朝夕 両方 ブュッフェ 宿 ホテル 値段 リーズナブル 食事 娘 満足 !! 洋室 トリプル タイプ テーブル ( 台 ) 不便 私 達 家族 大変 満足 !! !! 素敵 思い出 (^^)
お酒好き、お風呂好き、料理のこだわりがある方で、背伸びしない自宅に居るような感覚での宿泊を求めているならおすすめします。内装やサービスなど、スタッフの方々の努力がとても見えます。費用が安かったのですが、泉質もよく、思っていた以上の満足感でした。,2023-08-09,酒好き 好き こだわり 背伸び 自宅 感覚 宿泊 内装 サービス 方々 努力 費用 泉 質 以上 満足 感
夕食の、メインディッシュ（私達の時は、ホエー豚のとろける料理でした）＋バイキング（たくさんの種類！）とても美味しかったです！　朝食バイキングもとても美味しかった！温泉も良かったです。飲み放題（種類限定）とプチお菓子も楽しめました。おそらく建物自体は古いのかもですが、リフォームしてあって充分OK。箱根神社から近くて、便利でお手軽・お気楽な美味しいお宿でした。,2023-08-08,夕食 メイン ディッシュ ( 私 達 ホエー 豚 )+ バイキング ( たくさん 種類 !) 朝食 バイキング 放題 ( 種類 限定 ) プチ お菓子 建物 自体 リフォーム OK 箱根 神社 便利 手軽 気楽 宿
芦ノ湖近くの山の中腹にあります。ペンションみたいな落ち着いた雰囲気のあるホテルです。飲み物やお酒などが飲み放題、ちょっとしたお菓子やアイスも食べ放題でした。お風呂はこじんまりしてますが良かったです。朝食のご飯が保温にしてるご飯だったのが残念です。,2023-07-26,芦ノ湖 近く 山 中腹 ペンション 雰囲気 ホテル 飲み物 酒 放題 お菓子 アイス 放題 朝食 ご飯 保温 ご飯 残念
価格がリーズナブルなときは何度も利用しています。建物はかなり傷があったり、部屋内の設備も古いので使いにくそうですが…何も問題ありません。この価格で露天風呂もあるなどあり得ません。アルコールのフリードリンクもあります。ホテルスタッフが一生懸命頑張っているのが伝わります。朝食もいろいろ選べて満足です。また秋に泊まりにきます。,2023-07-18,価格 リーズナブル 度 建物 傷 内 設備 問題 価格 アルコール フリー ドリンク ホテル 一生懸命 朝食 満足 秋 泊まり
源泉が73℃と熱く、ちょっと熱めに温泉調整してあり、疲労回復には、最高の硫黄温泉です。夕食、朝食共にバイキング形式ですが、好きな物を選べて良いです。フロント前には、ジュース等の飲み物お代わり自由で、お風呂上がりに最高です。,2023-06-12,源泉 ℃ 熱 め 調整 疲労 回復 最高 硫黄 夕食 朝食 共 バイキング 形式 好き 物 フロント 前 ジュース 等 飲み物 代わり 自由 上がり 最高
まずは台風渦中の15:00〜10:00までフルに利用しました。ちょうど暴風雨が激しくなりだした現地集合。孫娘は部屋を行き来して結構楽しめて安心しましたが、普段は静かな温泉は屋根の波型塩ビ？打ち寄せる風雨の音すざまじく、すぐに退出したとの事。でも夜半に風が収まり朝風呂は結構楽しめたようです。今回は泊のみの箱根デビューでしたがイケメンスタッフ達から優しい対応をしてもらい好印象．当宿を推奨した私達もホット。。,2023-06-04,台風 渦中 : 〜 : フル 暴風雨 現地 集合 孫娘 行き来 安心 普段 静か 屋根 波 型 塩 ビ ? 風雨 音 ざま 退出 事 夜半 風 朝風呂 泊 箱根 デビュー イケメンスタッフ 達 印象 . 宿 推奨 私 達 ホット
ゴールデンウィーク後の平日だったので騒がしくなく温泉も1人でゆっくり入れてラッキーでした。食事もレストランの規模の割に色々あって良かったです。お酒が無料で飲めたので昼間からいただいてしまいました！旅行ならではの楽しみですね。ありがとう御座いました。,2023-05-29,ゴールデンウィーク 後 平日 人 ラッキー 食事 レストラン 規模 割 酒 無料 昼間 ならでは 楽しみ
立地が良かったです。観光、美術館めぐりに便利でした。ホテルの外観はペンションみたいな感じ。スタッフの皆さんは丁寧な対応でした。建物は年季が入っているのですがリフォームされています。お食事も美味しく頂きました。オニオンスープ、パンがお気に入りです。子供さんや高齢者に優しくお料理がひと口サイズで提供されていました。温泉も湯温がちょうど良くゆっくりと入ることができ、朝風呂まで利用。合計3回も入りました。ちょっと残念だったのが…お部屋の洗面台の蛇口が閉めにくく、かなり力を入れないと止められない。テレビが電波の問題なのか　突然消えてしまったりとありました。全体的にはコスパも良くゆっくり休めたので良かったです。,2023-05-28,立地 観光 美術館 便利 ホテル 外観 ペンション 感じ 皆さん 丁寧 建物 年季 リフォーム 食事 オニオン スープ お気に入り 子供 高齢 者 ひと 口 サイズ 提供 湯 温 朝風呂 合計 回 残念 洗面 台 蛇口 かなり 力 テレビ 電波 問題 全体 的 パ
場所とホテルの古さのハンデをオールインクルーシブと食事の食べ放題で頑張っている。ドリンク飲み放題（アルコールも）お菓子も食べ放題，食事も食べ放題で夜はメインの料理もプラスでお腹いっぱいでした。シーフードの提供の仕方も工夫されていて、色々な種類を食べれました。パンもとても美味しかったです。,2023-05-06,"場所 ホテル ハンデ オールインクルーシブ 食事 放題 ドリンク 放題 ( アルコール ) お菓子 放題 , 食事 放題 夜 メイン プラス お腹 いっぱい シーフード 提供 仕方 工夫 色々 種類"
山道にある宿なのでバスで行くと歩道が片側しかなくホテルに行くのには子連れは危ないです。ペンションのようなホテルですが殺伐とした感じでフロントは口コミ通り九時までしか空いてないまたフロント横に飲み物やお菓子があるとのことで楽しみにしていましたが、一口つまみでがっかり。飲み物もコーヒーとオレンジジュースとミネラルウォーターのみであとはアルコール(笑)食事も補充はまめにしてくれて気持ちよかってのですが全体的に呑む人が安くてありがたいといったかんじに思えました。年配者や子連れには向かない感じです。またこれは宿側には関係ないのか隣の子連れの客がレストランでも騒がしく、部屋でも会話がまる聞こえで話し声笑い声が11時までうるさくまたドタドタと走り回る音がして落ち着かなかったです。九時にフロントが閉まるのでどうしようもできずこれなら料金的にも他のホテルでも良かったなと思いました。,2023-04-20,山道 宿 バス 歩道 片側 ホテル 子連れ ペンション ホテル 殺伐 感じ フロント 口コミ 通り 九 フロント 横 飲み物 お菓子 楽しみ 一口 飲み物 コーヒー オレンジ ジュース ミネラル ウォーター あと アルコール ( 笑 ) 食事 補充 まめ 全体 的 人 年配 者 子連れ 感じ 宿 側 関係 隣 子連れ 客 レストラン 会話 話し声 笑い声 ドタドタ 音 九時 フロント しよう 料金 的 他 ホテル
日帰りの予定で箱根に来ていましたが急遽1泊することになり直前でこちらのホテルを予約して正解でした。食事、温泉よかったです！さらにチェックインからアルコールが自由に飲めるのでつい飲み過ぎてしまいました。次は夕食付きのプランで予約したいと思います。ありがとうございました！,2023-04-06,日帰り 予定 箱根 泊 直前 ホテル 予約 正解 食事 チェックイン アルコール 自由 次 夕食 付き プラン 予約
家族旅行で利用しました。事前に口コミを見たのであまり綺麗な場所を想定はしていなく。部屋も「景観を気にしない人向け」の部屋がありそちらを予約しました。景観や綺麗さを求めてた訳ではないのですが、部屋が修学旅行の学生が泊まるような雰囲気で狭かったです。又、アルコールやお菓子等食べ放題飲み放題でしたが写真のイメージとは異なりガッカリしました。まず21時でアルコールは終了となるのをチェックイン時に知り、子どもが寝てたからゆっくり飲みたかったのですがそれも出来ず。お菓子も無くなっていて種類が1〜2種のみで子どももガッカリしていました。食事は基本的に冷めていて美味しいとは思えないです。又、夜のメインディッシュを何が出てくるか出されるまで分からないので苦手な料理(食べ物)が出てこないかスリルが味わえると思います。温泉は洗い場が汚い(経年劣化)以外は良いと思います。,2023-04-02,家族 事前 口コミ 綺麗 場所 想定 景観 気 人 向け そちら 予約 景観 綺麗 訳 修学旅行 学生 雰囲気 アルコール お菓子 等 放題 放題 写真 イメージ アルコール 終了 チェックイン 子ども お菓子 種類 〜 種 子ども 食事 基本 的 夜 メイン ディッシュ 苦手 ( 食べ物 ) スリル 洗い場 ( 経年 劣化 ) 以外
今回、犬を一緒に連れて行ける宿を探してコスト面を考え決めた宿でした。箱根で犬も泊まれる宿は宿泊費が高い所が多く、こちらのホテルはリーズナブルに泊まれるので正直あまり期待はせずに行きました。　結果、犬同伴の部屋はとてもキレイで広く良かったです。温泉は広くはないですが良いと思います。お食事も朝夕、メイン以外はバイキングという形も良かったと思います。大きなホテルのような品数豊富とまではいかないけれど、普通に色々ありました。欲を言うとお寿司が２、３品でもあればなおさら良いなと思います。総合的には満足です。,2023-03-29,犬 一緒 宿 コスト 面 宿 箱根 犬 宿 宿泊 費 所 ホテル リーズナブル 正直 あまり 期待 結果 犬 同伴 キレイ 食事 朝夕 メイン 以外 バイキング 形 ホテル 豊富 普通 欲 寿司 品 総合 的 満足
家族でお世話になりました。こちらはリーズナブルだとおもいます。お菓子がとてもユニークで美味しい、飲み物も宿代に含まれていてありがたい。バイキングも美味しかった。ただ外国人がフロントまえで大声で過ごしていて(飲んでたのでしょうね)こわかったです。温泉の質は素晴らしく化粧水のようでした。近くにユネッサン、星の王子さまもあり利用できて本当によかったです。また機会があれば行きます。食事はお味噌汁がインスタントの機械でしょっぱかったのが残念。お湯をたせばよいからいいのかもしれないけれど行ったりきたりがちょっとたいへんでした。スクランブルエッグが個人的に美味しかった。ありがとうございました,2023-03-23,家族 リーズナブル お菓子 ユニーク 飲み物 宿 代 バイキング 外国 人 フロント 大声 ( ) 質 化粧 水 近く ユネッサン 星 王子 さま 機会 食事 味噌汁 インスタント 機械 残念 お湯 スクランブル エッグ 個人 的
芦ノ湖に近いですが、それほど価格も高くなく、リーズナブルです。また、料理は美味しく、特に夕食はお酒も飲み放題で楽しめました。フロント近くにもフリードリンクとして、お酒があり、とにかく飲みたい人にもオススメです（ちゃんとおつまみもあります）。お風呂は思ったより小さかったですが、露天風呂もあり、泉質もよいです。また、機会があれば訪問したいです。,2023-03-08,芦ノ湖 価格 リーズナブル 夕食 酒 放題 フロント 近く フリー ドリンク 酒 人 オススメ ( )。 泉 質 機会 訪問
山側のツインの部屋に泊まったのですが、古く、ところどころ汚れや傷があり、修繕や管理ができてないのかなと思いました。ホテルというよりペンションです。,2023-02-07,山側 ツイン 汚れ 傷 修繕 管理 ホテル ペンション
建物自体は古いため、補修個所も見られますが、そのようなことは気にせずリーズナブルに泊まりたい人には最高だと思います。まずお食事が美味しい。何でもありのバイキングではありませんが、それでも食べられないものが多数ありました。アルコールが好きな人にはウイスキーやワイン、ハイボール、焼酎などが自由に飲めます。フロント横にはドリンクバーと個包のお菓子がありお部屋に持ち込みも大丈夫でした。温泉はかけ流しではありませんが硫黄泉でお肌がつるつるになり気持ち良かったです。室内はバス、トイレ、洗面が一緒のユニットでした。箱根は旅館が高いので躊躇しますがここは穴場ホテルとして今後も利用したいです。,2023-02-06,建物 自体 補修 個所 気 リーズナブル 人 最高 食事 バイキング 多数 アルコール 好き 人 ウイスキー ワイン ハイボール 焼酎 自由 フロント 横 ドリンク バー 個 包 お菓子 持ち込み 大丈夫 流し 硫黄 泉 肌 室内 バス トイレ 洗面 一緒 ユニット 箱根 旅館 躊躇 穴場 ホテル 今後
ドリンクバーはそんなに期待をしていなかったのですが、たくさん種類があり、おやつも常に補充されているのが良かったです！ご飯は種類が多いのに一つ一つ手の込んだメニューで、おいしくて最高でした。食事場でもお茶が用意されていたらもっと良かったなとは思います。温泉も綺麗で良かったです！アーモンドのボディーウォッシュが気に入りました♪,2023-02-04,ドリンク バー 期待 たくさん 種類 やつ 補充 ご飯 種類 手 メニュー 最高 食事 場 お茶 用意 綺麗 アーモンド ボディーウォッシュ ♪
箱根の中ではリーズナブルだったのでそこまで期待はしておりませんでしたが、価格以上の満足度でした。館内は古いところもありますが、キレイにされており、チェックインからドリンクやアルコールが飲み放題でした。食事も食べ放題でどれも美味しく、スタッフの対応も事務的ではなく親しみやすく高級ホテルのような接客は苦手なので個人的にはよかったです。温泉も硫黄の香りもして温泉を堪能できます。部屋も快適でなにより布団がよくあるシーツが取れてしまうタイプではなくしっかりとシーツに覆われた布団だったので清潔感もありぐっすり眠れました。聞いたところ高級ホテルなどでも使用しているデュべカバーというシーツを使用しているとのことでした。価格は上をみればキリがありませんが、この価格帯でこのサービスはかなりいいと思います。また利用させていただきます。,2023-01-22,箱根 リーズナブル そこ 期待 価格 以上 満足 度 館内 キレイ チェックイン ドリンク アルコール 放題 食事 放題 事務 的 高級 ホテル 接客 苦手 個人 的 硫黄 香り 堪能 快適 布団 シーツ タイプ シーツ 布団 清潔 感 高級 ホテル 使用 デュ カバー シーツ 使用 価格 上 キリ 価格 帯 サービス
フロントの方はとても丁寧な方で印象も良かったです。部屋は良くも悪くも無い感じですが、布団が少し汚く感じました。広さはちょうどよかったです。残念だったのは食事でした。女性スタッフと男性スタッフがじゃれ合っているように見えて気分が悪かったです。ホテルのディナーでは見たくありませんでした。食事もほとんど冷えていてあまり食べずに部屋に戻りました。朝ごはんは食べずに帰りました。お風呂は狭いですが、肌はツルツルになりました。綺麗ではありません。,2023-01-18,フロント 丁寧 印象 感じ 布団 残念 食事 女性 男性 気分 ホテル ディナー 食事 朝 ごはん 肌 綺麗
まず、箱根でこの金額は破格です。素晴らしいと思います。それでいてバイキングのディナーとモーニングが付き、チェックインから21時までお酒飲み放題なんて至れり尽くせりもいいところです。ただ、他の方も書いているように宿が全体的に寒い。部屋に入ったら暖房は付いていて心配りを感じましたがそれでも寒かったです。そしてロビーから何から何まで、照明が暗い…雰囲気があるとも言えますが、山奥で寒くて暗いというのは怖さを感じてしまう程でした。温泉も最高だし様々なサービスは素晴らしいのですが、もう少し温かく照明が明るかったらな、と思いました。,2023-01-14,箱根 金額 破格 バイキング ディナー モーニング チェックイン 酒飲み 放題 せり 他 宿 全体 的 暖房 心配り ロビー 照明 雰囲気 山奥 程 最高 様々 サービス 照明
タイトル通り何もない料理が美味しいという訳でもない景色が格段によいというわけでもないホントに何もないというのが率直な気持ち,2023-01-14,タイトル 通り 訳 景色 格段 ホント 率直 気持ち
チエっクイン後ドリンクとお菓子は無料でした。夕食と朝食もバイキングで美味しかった。お風呂は露天風呂が浅くなっていて、あさ７時ころ入ったらぬるくなっていて入れなかった。夜中に雪が降って少し積もってたがいい体験でした。また利用したいと思います。,2023-01-13,チエ クイン 後 ドリンク お菓子 無料 夕食 朝食 バイキング ころ 夜中 雪 体験
"車から受付まで荷物持ってくれたのに、部屋３階で階段なのに部屋まで荷物持ってくれなかったのが残念。思ったより部屋は綺麗だったが、掃除が行き届いていなかったのかテーブルに埃がすごく溜まっていた。ユニットバスもきちんと掃除したのか、水が少し溜まっていて汚れていた。部屋に半露天のお風呂も付いていて良かったのだが檜が結構カビていて入る気になれなかった。値段の割に朝夕食もメニュー少なめでした。今まで行ったホテルの中で1番残念でした。これが8,000円程ならまだ納得出来るが値段の割に色々と残念な部分がたくさんあった。またお風呂行くのに食事会場を突っ切るのにのれん１枚だけってちょっとどうかなと思う。",2023-08-20,"車 受付 荷物 階 階段 荷物 残念 綺麗 掃除 テーブル 埃 ユニット バス 掃除 水 露天 檜 カビ 気 値段 割 朝 夕食 メニュー 少なめ 今 ホテル 番 残念 , 円 納得 値段 割 残念 部分 たくさん 食事 会場 のれん 枚"
部屋は広くて、バルコニー側の風呂は2人用なので、カップルにはサイコー、家族でも子どもには受けは良い。ただ駐車場が少なく第2駐車場になったら、1キロ徒歩必要でありえない。,2023-08-17,バルコニー 側 人 用 カップル サイコー 家族 子ども 駐車 場 駐車 場 キロ 徒歩 必要
他の方の口コミを見て少し心配でしたが、、大満足でした！！こんなにリーズナブルなお値段で美味しいご飯と素敵なお風呂を用意して頂きとてもよかったです。夕食バイキングではうなぎ、すき焼き、金目鯛の煮付けステーキ、ローストビーフ、お寿司、お刺身も全て食べ放題でした！他にも沢山料理がありました！スタッフの方々も常に笑顔で対応して下さりとても気分が良かったです！！なんで、低評価が多いのか不思議でした。お風呂は部屋風呂も大浴場も何不自由ありませんでした！神経質な方は気になる点がもしかしたらあるかも知れません！森の中のホテルなので自然の生き物が出てくる事は勿論多いです！私達夫婦は特に細かい事は気にしないのでとても素敵な旅行になりました(*´ω`*)素敵な時間をありがとうございました！,2023-08-12,他 口コミ 心配 満足 !! リーズナブル 値段 ご飯 素敵 用意 夕食 バイキング うなぎ すき焼き 金目 鯛 煮付け ステーキ ロースト ビーフ 寿司 刺身 全て 放題 他 方々 笑顔 気分 !! 評価 不思議 浴場 不自由 神経質 気 点 森 ホテル 自然 生き物 事 私 達 夫婦 事 気 素敵 (*´ `*) 素敵 時間
部屋のお風呂が使えない為、とても安く宿泊出来たので、この値段でこのクオリティなら納得。でも辛口にコメントするなら…朝・夕ともに料理の種類は満足ですが、味はファミレス・ビジネスホテルに近いです。部屋の広さは問題ないのですが、洋室で椅子が1つしかない為、ベッドに座るしかなく…せめてもう1つ置いて欲しかったです。温泉は夜は狭くて残念、次の日の朝は男女入れ替わり、広くて満足でした。宿泊日の夕方少し遅くなってしまった為、大涌谷から宿までの行き方を電話で問い合わせた所、最終便が出た後のバスを案内されました。対応は丁寧なのにミスインフォメーションは残念。,2023-08-05,為 宿泊 値段 クオリティ 納得 辛口 コメント 朝 夕 種類 満足 味 ファミレス・ビジネスホテル 問題 洋室 椅子 為 ベッド 夜 残念 次 日 朝 男女 満足 宿泊 日 夕方 為 涌谷 宿 電話 所 最終 便 後 バス 案内 丁寧 ミス インフォメーション 残念
エントランス下の駐車場は台数が少ないので満車の場合徒歩15分の第二になる。平日２時に着いたがみるみる満車になった。エントランスまで坂が急でバリアフリーでないので注意、客室風呂使えない訳ありプランでコスパ良し、大浴場も露天風呂も寛げました。朝男女交代しますがもう一つは少し小さいです、バイキングは、無くなると補充されていました。メロン、桃、スイカ、パイン、ブドウのフルーツが楽しめました。,2023-07-27,エン トランス 下 駐車 場 台数 満車 場合 徒歩 分 平日 満車 エン トランス 坂 急 バリアフリー 注意 客室 訳 プラン コスパ 浴場 朝 男女 交代 バイキング 補充 メロン 桃 スイカ パイン ブドウ フルーツ
客室露天風呂は最高に良かったです。部屋の広さも良くてのびのびと出来ました。大浴場の一つにはサウナも付いていて、体を整えるのに最高でした。,2023-07-26,客室 最高 浴場 サウナ 体 最高
食事は口コミではあまり良い書き込みが少なく、以前コロナ中に行った時は、確かに少し残念くらいだったのですが（コロナ中で流通的な問題もあったようですが）、今回はとても素晴らしい内容でした。若者がターゲットなのか、肉料理が多く、ちゃんとしたスキヤキや暖かいステーキが食べ放題。他の料理も美味しかったです。朝食も充実していました。少し早く到着しましたが、早めに部屋に入れて貰えました。ただ一つだけ残念だったのが、部屋の半露天風呂の脇にカップ麺の蓋が落ちていたこと。陰で見落としやすい場所でしたが、他が良かっただけに残念でした。,2023-07-19,食事 口コミ 書き込み 以前 コロナ 確か 残念 ( コロナ 流通 的 問題 )、 内容 若者 ターゲット スキヤキ ステーキ 放題 他 朝食 充実 到着 早め 残念 脇 カップ 麺 蓋 陰 場所 他 残念
客室露天風呂がとても良くてリラックスできたのが良かったです！食事のバイキングは、味はおいしかったのですが、あまり補充がされないのかステーキやすき焼きなどのメインの料理は早い者勝ちというかんじて食べたかったものが食べられなかったりと残念なところもありましたが、その日がたまたまそんなかんじだったのかもしれません。,2023-07-19,客室 リラックス 食事 バイキング 味 補充 ステーキ すき焼き メイン 者 勝ち 残念 日
今回急な予約ですいませんでした。正直かなりリーズナブルだったのであまり期待していませんでしたが全体的に良かったです。特に接客が丁寧でした。また利用させて頂きます。,2023-07-13,急 予約 正直 リーズナブル 期待 全体 的 接客 丁寧
箱根で二食付きで訳ありとあったが、部屋の浴槽が使え無いだけで、夕飯や朝食も付き、部屋も以外と広くて、カラオケ500円や卓球が無料は素晴らしいサービスだと思いました。また是非利用させて頂きたいと思います。ありがとうございました。,2023-07-11,箱根 二食 付き 訳 浴槽 夕飯 朝食 以外 カラオケ 円 卓球 無料 サービス 是非
温泉は最高なのですが、部屋の浴槽が以前は陶器の部屋に泊まって良かったのですが、今回は檜の浴槽で扉を開けるとすぐ浴槽で掛け湯が出来ないのは困ります。,2023-07-10,最高 浴槽 以前 陶器 檜 浴槽 扉 浴槽 湯
他の口コミで期待はしていなかったけど、思いのほか普通でした。少し早めに着いたけどスタッフは気持ち良く迎え入れてくれました。フロントの方とも普通に意志疎通出来ましたし、そつなく仕事をしてる感じがしました。部屋はツインルームでしたが、口コミで掃除がしていないとか投稿がありましたが、普通にしてありましたよ。だた、壁紙の剥がれの補修、客室風呂の目隠しは必要かと思いました。シモンズのベットでは熟睡できましたし、アメニティ−も揃ってました。食事は夕食に限っては肉料理が多すぎだと思いました。私が宿泊した日は高齢者が多数いて、味濃いめ、肉料理の多さに戸惑っていました。その日の宿泊の年齢層とかで料理の種類変更もサービスかもしれませんね！ 料理の補充や、料理の温かさは普通に出来てました。朝食は、ご飯のお供の多さにビックリしました。美味しかったです。全体的の評価で皆さんの口コミほど悪くないと思いました。,2023-06-28,他 口コミ 期待 思い ほか 普通 早め フロント 普通 意志 疎通 そつ 仕事 感じ ツイン ルーム 口コミ 掃除 投稿 普通 壁紙 補修 客室 目隠し 必要 シモンズ ベット 熟睡 アメニティ − 食事 夕食 私 宿泊 日 高齢 者 多数 味 濃いめ 日 宿泊 年齢 層 種類 変更 サービス 補充 普通 朝食 ご飯 お供 ビックリ 全体 的 評価 皆さん 口コミ
