口コミ,投稿日
一泊で利用しました。道路に沿って建物があるので迷わずスムーズに到着でき、駐車場が広く使いやすかったです。建物自体は少々古さが目立ちましたがお部屋は掃除がきちんとされており清潔感はありました。夕飯はバイキング形式で、アスパラのフライと蟹があり、基本的に小皿に乗った料理を取っていくような感じでした、味は普通だと感じる程度でした。個人的にはこの内容なら他で食べたほうがいいかなと思いました。朝食も小さい焼き魚やスクランブルエッグのようなよくあるタイプの朝食でした。私が行った時には露天風呂が改装中だったようで内湯のみの利用でした。お風呂は普通のお湯でした。温泉もありましたが湯船が小さいです。お風呂は正直微妙と感じましたので、あまり期待はしない方が良いかもしれません。スタッフさんの接客は非常に丁寧で分かりやすくスムーズなチェックイン、チェックアウトが出来ました。建物が二つあり、片方にお風呂、レストランがあり建物間を移動する必要がありましたが、地下通路が設けられているので悪天候の時でも外に出る必要がなく、助かりました。,2020-03-16
渋滞にはまり(涙)夕食時間に間に合うかな(笑)と焦りフロントに電話をいれましたm(__)m がなんとか間に合いましたぁ。お食事もお風呂も満足。またスタッフさんの対応もとてもよかったです。お世話になりました。,2020-02-25
【食事について】1.夕食、朝食ともにボリューム感がない。【浴衣、ハンテン】浴衣・・・各サイズ共に、かなりおおきい。大、中、小の寸法が明示されていない。ハンテン・・・前に使用した人のハンテンのポケットにライターが入っていた。【ソファーカバー】汚れていて、洗濯をしていないようであった。,2020-02-25
夕食の蟹食べ放題堪能しました。部屋も二人で使用するには広すぎる位でした。スタッフさんの接客も丁寧でした。,2020-02-24
一名突然のキャンセルでしたが、丁寧に対応してもらいました。部屋もとても綺麗で大きく、食事も大満足でした。また、温泉、サウナもよかったです。箱根を満喫できました。また利用したい宿です。,2020-02-21
毎月利用していましだか、10月、11月、12月と予約済みでしたが、台風の影響で3ヶ月も利用出来なくキャンセルの電話が来るたびに残念な気持ちで一杯でした。やはりこのホテルのスタッフは最高ですね。又利用します。,2020-02-21
チェックインの1時間前に旅館に到着しましたが、フロントの対応が良く、ロビーで時間まで待機しているとホットコーヒーが無料で飲める機械があり、ゆっくり待てました。部屋に荷物を先に運び入れていただき、少し早めにチェックイン出来て対応に関心しました。露天風呂を3月中旬まで改装中のため、部屋に空室がありワングレード上げていただき、ありがとうございました。部屋は32平米くらいのツインでしたが、清潔感があり広く、ベッドも大きかったので、快適に過ごせました。夕食は、バイキングで小鉢の一品が多く、すべての種類を食べることが出来ました。カニの食べ放題は、食べやすく切り口があり、むきやすいです。温泉は露天風呂が、改装中で使用出来ませんでしたが内風呂の一部が温泉であり、お湯が良かったです。朝食は、湯葉のお粥が、ライブキッチンで提供されており、大変食べやすかったです。すべてにおいてバランス良くよかったので、箱根にまた行く際は利用したいです。,2020-02-17
今回良いプランがあったのでここにしました。古くなっていますが満足できます。温泉はとても良いです。露天風呂が改修中でそこは残念でしたがそこはわかっていたので仕方なし。ヒノキ風呂で十分堪能しました。夕食は皆さんのコメント通り良かったです。味もよくできていました。ステーキ、カニ、アスパラ。食べ過ぎました。,2020-02-17
沢山蟹を食べれました大変美味しかったです。お腹いっぱいになるまで食べました誕生日のサプライズもして頂き大変良かったです。ありがとうございました,2020-02-16
朝夕バイキングでしたが、品数が思ったより少なかったかな？と感じました。夕食のカニは食べやすく切り込みが入れてあり美味しく満足でしたが、天ぷらの種類がもう少しあってもいいと思いました。お風呂は露天風呂が工事中で入れなかったので普通にしています。清潔感が不満の理由は…部屋の冷蔵庫に飲みかけのジュースが入っていて気持ち悪く、冷蔵庫が使えませんでしたのでこちらの評価にしました。それと3人1部屋で予約して、浴衣などは三人分きちんとありましたが歯ブラシが人数分なかったのが残念でした。もう少し細かいところまで気を使って欲しいと感じました。,2020-02-16
今回は…本当に久しぶりの利用でしたが、ホテルの皆様に常に【いつもありがとうございます】と声を掛けていただき、とても快適でした。台風の影響で露天風呂がクローズで残念でしたが、その他は全て満足でした。,2020-02-16
蟹が食べたくて、このホテルの食べ放題に行って来ました。正直、料金が安かったので期待していませんでしたがホテルも綺麗で部屋も綺麗でした。残念ながら露天風呂は改修工事中で入れませんでしたが空いていて良かったです。夕飯、朝食も良かったです。また是非行きたいと思います。,2020-02-15
初めての箱根旅行のためホテルを探してたところ、クチコミで総合的に良かったので予約しました。雪が心配なのと、コロナウィルスが心配のため、旅行前からホテル何回も電話して確認したりしまして、何回も電話してすいませんでした。ですが、一つ一つ丁寧に答えてくださってありがとうございました。ホテルについてですが、１４時頃着いてチェックインをとりあえずすませて、この時、食事の時間を着いた順番に決めてく方針があり、夕食を１８時４５分にし、朝食を７時４５分に決めました。遅く着くと変な時間に食事になるので早めにチェックインした方が良いです。２１時近くから食事の人達もいました。ですが、ご飯がなくなることはありません。どんどん追加で料理がでてきます！カニも無くなる心配がありません！料理は本当に、何を食べても美味しいです！唯一美味しくなかったのは、フライドポテトだけです！揚げたてだったらいいですけど、自分の取るタイミングが揚げたてではなかったからかな。。飲み放題でなかったのは残念でした。スタッフさんの気配りは本当に良かったです。自分から遠くにいるスタッフさんに手をあげると、すかさず来てくれて常にお客を見渡しています！素晴らしいと思いました！お風呂についてですが、大変気持ちよく入れました！ただ、露天風呂が工事中のため３月まで入れなかったのが残念でした。けど、満足です！部屋ですが、北館の和洋室に泊まりましたが広くて綺麗でした。この部屋は家族に本当にオススメです！周りの音も気になりません。朝食ですが、自分は朝は、あまり食べないので充分満足でした！１１時チェックアウトでしたので、ゆっくりして１０時３０分にチェックアウトしました。そして桃源台の海賊船に行きました！かなり混んでいました。教訓は、箱根は早めの行動が大事だと痛感しました！リカーヴ箱根さんのおかげで良き旅ができました！また絶対に泊まりに行きたいと思います！本当にありがとうございました！,2020-02-12
数年ぶりに利用しました。夕飯は小皿で少しずつ、種類多く食べることができ、朝食はゆばとろご飯美味しかったです。露天風呂が工事中だったのが残念でした。,2020-02-11
食事の嗜好や食べる量が分かれる家族旅行ではブッフェが無駄なく望ましいですが、一般に質が残念な宿が多い中、ここは素晴らしいと思います。小鉢におかずが盛ってあるのもテーブルが汚れない良いアイデアかと。部屋、館内、浴室、脱衣所ともにシンプルに清潔感があって気持ちよく過ごせました。箱根ではコスパ最高ではないかと思います。,2020-02-09
全体的に想像以上によかったです。室内の清掃状態やスタッフの対応等満足の行くものでした。泉質も良くて露天風呂に長時間入ったのも久し振りでした。濁り湯が故障していたのは残念でした。あと、露天風呂に行くための段差が滑りやすいので早急の改善をお願いしたい。食事は期待した通りで特にアスパラの肉巻き揚げは想像以上に旨くて４本も頂いてしまいました。他の方の評価でもありましたが小鉢に小分けされているので取りやすく片付けも簡単で良いと思います。客の回転や混み具合等もマイナスコメントで言われているほどでもなく、実際料理を載せているカウンター直近のテーブルでしたが、それほど煩わしく感じませんでした（こちらの性格なのかなw）風呂の故障もあった為、多少評価は低いですがまた利用したいと思わせる宿でした。,2020-02-09
いつも行く宿より予算を下げて探してこちらを予約しました。料理、設備、値段、温泉等全てにおいてこちらにしてよかったです。乳児を連れての旅行でしたがつかず離れずの程よい接客と距離感で、親切にして頂きました。また利用させて頂きます。ありがとうございました。,2020-02-08
去年の台風被害からの復旧の名残か、北館と南館を結ぶ通路が前よりきれいでした。箱根に泊まる機会は多いのですが、検索が面倒くさいのでじゃらんネットを開いたら、空きがあれば必ずここにしています。,2020-02-02
夕飯のバイキングが好きで何度か利用させていただいています。今回は台風後初利用。お風呂は変わらずいいお湯でした。バイキングも変わらず美味しくいただきました。デザート、朝ごはんのレパートリーが少し減った？ようにも感じました。お部屋は築年数を感じますがお食事と含めればコスパがいいかなと思いいつも利用しています。,2020-01-27
久しぶりに、伺わせていただき、受付で、台風被害が大きかったことを初めて知り、驚きました。地下通路の直しも終わったそうで、今まで通りに地下通路を使って大浴場に行くことができました。災害後にもかかわらず、スタッフの皆さんが今まで通り笑顔で気持ちよく迎えてくださり、嬉しかったです。大浴場での露天風呂がまだ工事中とのことで、使用できませんでしたが、温泉の設備もさらに良くなっており、またいつもながら部屋もとっても清潔で、気持ちよく過ごすことができました。食事は相変らず食べやすく、かわい小皿にすべて取り分けてあるので、取りすぎることもなく、また待たずにすぐに欲しい食物をとることができ、とっても良い考えだといつも感心しています。またそれぞれがおいいしいんですよね。娘家族が行ってみたいと言っているので、近いうちに是非また伺わせていただきます。よろしくお願いいたします。,2020-01-27
良かった点・露天風呂が工事中でも内湯も湯量が多くジャグジー.うたせ湯とメインは源泉のにごり湯で十分満足出来た。・夕食はアスパラときりたんぽ、りんごの白和え、朝食はゆばとろめし、ソーセージがオススメ。・エステがとても丁寧で癒された。マッサージが木曜定休で予定外だったが大浴場に有料のマッサージ器が5台あった。事前確認がおススメ。・11時のチェックアウトがのんびり派には何度も入浴ができありがたい。こちらの良さは、スタッフの接客対応がとても良いと言う事。宿と言うのはこれに尽きると思う。例え気になる事が出来ても接客次第で気にせず気持ち良く過ごせる事もあるはず。とてもリーズナブルなプランで宿泊しただけに、感謝な一泊二日でした。,2020-01-24
大雨の被害を受けての再開だったそうですが、再開まで大変だったと思います。露天風呂の改修はまだだと聞きましたが、源泉のお風呂も大きなお風呂もあるので不便は感じませんでした。夕食のバイキングは品数も多く、皆んな大好きアスパラ揚げは相変わらずの好評でしたが、一緒にあったウズラ揚げが出てこなくなったのが少し残念でした。欲を言えば朝食のパンの種類がもう少しあると良いなぁと思いました。これからもリフレッシュしたい時の手軽なホテルとして利用したいです。,2020-01-23
宿泊人数が少ないのでビュッフェは、混まず逆に、お得ですね。ゆっくりたべれます。お風呂もゆったり入れます。,2020-01-23
露天風呂が工事中だったのが残念ですがまた来たいと思いました。ご飯も美味しくて良かったです。今回夫婦二人で来たのでまったり出来ました。,2020-01-22
この度もお世話になりたした。仕事がひと段落した時はいつもお邪魔させてもらっておりますが、何も心配なく過ごせる為、気軽に利用させていただいております。今回も名物のアスパラをたくさん食べてリフレッシュして帰ってきました。また利用させていただきますので、よろしくお願いします！,2020-01-22
昨年末に台風１９号被害から再開した為、温泉や地下通路（すべて浸水被害した）を再改装した様で、とても綺麗でした。然し、露天温泉は未だに工事中でしたが、その出口付近の源泉温泉はとても暖まり良かったです、この温泉はジャグジー、泡風呂、滝となかなか種類多くお客を楽しませてくれます。部屋も綺麗で、St洋室の広さは30M2程度ですが、ソファー椅子(倒せば多分子供用Bedに変更可能）でゆっくり過ごす事も出来ます。朝食も種類多く、特に湯葉雑炊が人気らしく色々と楽しめてくれます。然し、50分制の為早く並んで食べるのは、ビジネスホテルの場合判りますが、温泉ホテルでのんびりする顧客向けんは、考えられます。常宿候補になりました。,2020-01-22
突然の休みで取れたお宿でしたが、最高の時間が過ごせました。お風呂は広々としてゆっくり内湯と露天と出入りしていました。泉質が良くいつまでもぽかぽかして疲れが一気に楽になりました。お食事がバイキングで少しづついろいろなものが食べれて、どれも美味しくいただけました。特にカニがみずみずしくて美味しかったです。会場のスタッフさんが皆さんの気配りがすごくて感心しました。大変良いお宿を見つけました。またお世話になりたいと思います。,2020-01-20
先日はお世話になりました箱根に行くときはいつもお世話になります料金接待ともにリーズナブルで私には合っているように思います益々のリピーターになりそうです台風の時は大変だったと思いますもとどうりになったと知り早速出かけてきましたでも手違いかどうか?露天風呂が白濁ではなく透明でしたまだ台風の影響か頑張って元のようになるよう頑張ってください,2020-01-14
リピーターですが、毎回毎回親切にして頂きありがとうございます。足の悪い母親には、エレベータ近くに部屋を用意していただいたり、館内の車いすも準備して頂き感謝しています。お風呂も大浴場内露天風呂メンテナンス前に入浴することができて良かったです。台風被害で大変だったようですが、にごり湯ファンの私たちのためにも頑張ってください。また利用させていただきます。,2020-01-13
スタッフの笑顔、心配りが印象的です。あと、夕食の種類が多くおいしかったです。バイキングなのでテーブルの上がお皿でいっぱいになっても、スタッフがすぐに気付いてどんどん下げてくれます。とても気持ちよく食事ができました。混雑時だったのでしょうがないと思うのですがチェックイン時には夕食も朝食も希望の時間はいっぱいになってしまい、子連れだったのでちょっと困りました。食事に希望の時間がある方は早目にチェックインした方がいいと思います,2020-01-13
大晦日の予約なので　数ヶ月前に予約して行って来ました。3歳の子供を含め家族4人で行ったので大きめの部屋が欲しくて　喫煙者は　居ないけど　喫煙の大きめの部屋を借りましたが　やっぱり臭いがかなり気になりました。お風呂は　ホテルの規模の割には　広く無かったですが　色んなアメニティが　揃ってたし　温泉は　良かったです。夕飯は　バイキングでした。味は　それぞれ　普通に美味しかったけど　他のバイキングに比べて　数が少ない気がしました。朝食バイキングは　夕飯より全然美味しかったです。今回は偶々　時期的に高い時に伺って　高評価は　出来ませんが　普段の値段でしたら　コストパフォーマンスは　良いと思います。,2020-01-11
家族３人での初めての宿泊でしたがスタッフの方がとても丁寧に笑顔で対応してくれました。食事は朝夕とバイキングでしたがとても美味しく中でもカニとアスパラが最高でした。お風呂も熱いのが苦手な私には丁度よく大満足です。次行く時は御膳食プランで行きたいと思います。,2020-01-07
行きつけのホテルがとれず、初めての利用でした。まず、ユニットバスの湯舟のヘリがカビていた。食事の目玉は、カニのみ。匠によるローストビーフなどもあったら良いなと思う。売店の人は、他フロアの自販機の品揃えを把握しておらず、違いやお勧めのコメントは全くいただけなかった。,2020-01-02
とにかくお料理がおいしい。バイキングの1皿1皿も凝っていて、ほうれん草とイカのソテーやアサリの酒蒸し等は最高だった。お肉系もしっかりあり、メイン料理もあつて、大満足だった。ペンションのようなアットホームなホテルかと思ったが、ちゃんと一定の距離をとってくれる素敵なホテルだった。,2022-09-21
家族で利用させていただきました。初めてオールインクルーシブというシステムのホテルを利用しましたが、とても良かったです。好きな物を好きなだけ…というのはなかなか味わえない贅沢な一時となりました。また夕食のバイキングでは1つ1つ丁寧に作られているなぁと感じ、一緒に行った娘もたくさん食べていて驚きました。他の方の口コミでもあるように、確かに建物自体の老朽化は否めませんが、中はとても清潔でしたし、気持ちよく過ごせました。また箱根に来た際には利用したいと思っています。,2022-09-17
はじめての宿泊でした。有料ドリンク以外はウエルカムドリンクと夕食の時にあり良いです。有料ドリンクは生ビールがなくて残念でした。瓶ビールを頂きました。お世話になりありがとうございました。,2022-08-24
夏休みの一泊旅行でここに泊まりました。夕食はバイキングでしたが一品メイン料理が運ばれてくるスタイルおいしくいただきました。ビール以外のアルコールが無料で飲めるので良かったです。朝食もバイキングスタイルで満足くしました。部屋はツインの洋室でしたが普通のビジネスホテルより広かったのでよかったです。ありがとうございました。,2022-08-23
1年ぶりの再訪です。エレベーターはあるもの防音には欠ける為、感覚としてはペンションに泊まるつもりでいた方が良いと思います。温泉の泉質は良く、満足感高いです。ただ毎回楽しみにしていたシャンプーバーがなくなりました(T . T)夜９時迄と朝10時迄はフリードリンクにスナック菓子があります。アイスがチューペットだったのは子連れが多かったから？私達はアルコールは飲めないので個人的には（今回は直前割だったけど）コスパ的には微妙ですが‥‥箱根はどこもお高いですから妥当かもしれません。夕食は普通に美味しく頂きました。温泉が良いのでまたお世話になります！,2022-08-22
とても古かったです。正直、部屋の隅々ボロがあります。スリッパも古かった。ベッドもギシギシ音が…。上の部屋の子供が走ってるであろう音も。通された部屋のソファには髪の毛が２本落ちてました。髪の毛はアウトですね。清潔さを求める方にはちょっとキツイかも。良い所もあります。お料理が美味しいです。品数は少ないのですが、味は非常に美味しかったです。お風呂もとても気持ち良かったです。ただ、少し小さいのと、露天風呂が浅すぎて浸かりづらいです。浴場に飲み水がなかったので置いてあるともっとよかったです。アメニティもほぼ無いです。娯楽施設がないので部屋でゆっくりのんびりしたい方にはいいと思います。お子様は退屈してしまうかも。,2022-08-21
HPのオールインクルーシブに期待していったが、ホテルの売りとして推す程ではない。アメニティは最小限で、化粧落としなどの女性用コスメはないし、男性でも足りないレベル。酒はサワーとワインとウィスキーが1種類、ソフトドリンクはお茶と野菜ジュースとアプルジュース。おつまみ、お菓子は小袋タイプのお菓子が数種類だけ。HPのシャンプーバーも見当たらず。このあたりは、都会のサービスのいいビジネスホテルの方が充実している。泊まった部屋は和室で、コロナ対策で布団がすでに敷いてあったので、小さな子がすぐに遊べて怪我もしなそうなのでよかった。ただ、壁が薄いので騒ぎ過ぎは注意。風呂は、硫黄臭のする箱根ならではの温泉で、湯の花も出てる本物の温泉でいい湯。建物自体は昭和の温泉旅館的構造で、内装だけリフォームした感じなので、客室のドアや窓やユニットバス、浴場、1階の共用トイレや照明など所々古さと劣化を感じる。子連れだったので、夏企画のわたがしを子供自ら作れたのでとても喜んでいた。良悪でっぱりへっこみでトータル的には普通。箱根のホテルの中では破格で、充実はしてないにしてもフリードリンクやバイキングなど自由度があるので、ちいさな子供連れだと無理なく過ごせて、ユネッサンと芦ノ湖観光の拠点にはちょうど良い。,2022-08-19
部屋は、ベット三つのタイプで清潔に保たれていました。夕飯は、食べきれないほど沢山のメニューがありすべて食べ放題で、洋食メインです。パスタ、肉料理が豊富です。本日のメイン料理が別に付き、トマトソースの煮込み料理でした。どのお料理もあたたかい状態で出されていて、美味しかったです。朝食のとろろが美味しくて、ご飯を、おかわりしてしまいました。一部有料ですが、ワイン赤白、レモンサワーなど飲み放題のお酒もあります。,2022-07-27
チェックインから直ぐに飲めてお湯は良いし、時間気にしなくて入れるのは最高。料理も味付けぐー。そしてあの値段。コスパ最高でした。飲んだくれにはぐー笑,2022-07-24
バイキングの宿ということでこちらの宿にお世話になりました。夕食朝食共にとても美味しくて、チェックインからオールインクルーシヴなので色々なお酒を楽しむことができました。温泉は硫黄の香りがする良いお湯でとても温まりました。脱衣場に貴重品ロッカーが無かったのであれば安心して入浴出来ると思いました。あと、お風呂に行くのにタオルや着替えを入れるお風呂バッグがないのが不便でした。これから行かれる方は準備していかれたほうが良いです。フロントやレストランの方々はとても感じが良くまたこちらのホテルに来たいと思いました。ありがとうございました！,2022-07-18
部屋のトイレと洗面台が一緒だったのは、残念でしたが、温泉はサイコーで夕飯も朝食も、美味しく満腹。また、オールインクルーシブのハイボールも良かった。何よりも、結婚記念日の配慮が最高でした。また、宿泊させて頂きます。,2022-07-16
建物の外観は古そうに見えたが、フロントは清潔感あり。雰囲気はビジネスホテルに近い、部屋にドライヤーあり。食事は食事処にて。夕食はメイン料理が運ばれてきてそれ以外はバイキング。時間が短く感じるが予想よりも種類豊富な料理、朝夕問わずどれもおいしい。お風呂の泉質よく、内風呂、露天風呂は浅めだが温度が高めなので丁度良い。アルコール、ドリンクがサービスで、プラスチックカップで部屋まで持っていけるのが嬉しい。サワーやカクテルを自分で作れるので濃いめも飲める(ただしビール・地酒類は有料)お菓子、おつまみのサービスもあるが、食事でお腹いっぱいになるのであまり食べられず。夜はアイスキャンディもあるのが嬉しい。,2022-07-04
接客に問題なく、良い方だった。スタッフが足りないようで、常に忙しそうで可哀想になる。チェックインを早めてもらおうと何度も電話したが、出ることはなかった。部屋で大きめのクモが出た。エアコンを付けたが、内部は埃だらけで不安になった。大浴場は小さめ。期待しない方がいい。シャンプー選べると書いてあったが、銭湯並みのモノが2種類。ご飯は、中の下。安い宿を選んだばかりに、久々にハズレを引いてしまったかんは否めない。,2022-06-27
今回は、ワンちゃん連れの家族旅行でした。温泉で、安くて、ワンちゃん連れOKの宿が少ない中、とてもリーズナブルで、しかもお酒も夜9時まで飲み放題！ハイボールと、サワーは生ビールのサーバーみたいな所から入れるスタイルで、ハイボールはとても美味しかったです！お食事も、全て美味しく、スタッフの方もとても親切な対応をして頂きました。夜は遅くまでUNOや、トランプで遊び大きな声で騒いでしまい、チェックアウトの時にご迷惑をおかけして申し訳なかったとお伝えしたところ、こちらの部屋は別館なので大丈夫ですよ！と言って頂き、安心しました。お風呂も翌日9時まで入れて、朝からゆっくり入る事ができました。梅雨時なので、お部屋や宿全体が湿っぽい感じでしたが、お値段からしたらとても満足です。本当にお世話になりました。,2022-06-23
到着してすぐお風呂に直行。それからずっとロビーのお酒を飲み続け、おつまみのお菓子もいただき、夕飯に突入。すでにアルコールでお腹ぎいっぱいになっていました。しかし、夕飯の一品一品が美味しい。和洋色々あり、迷う。ダイニングなので他のお客さんと一緒ですが、2部制になっているので、そこまで混んでいません。コロナ対策もされているし、できる限りのサービスもしてくれているありがたいホテルです。とにかくお得に飲んで食べて温泉を楽しみたい人にオススメです、,2022-06-14
芦ノ湖に行く拠点として利用しました芦ノ湖に車で移動は便利です　徒歩も頑張って行けなくもないです露天風呂は浅かったように思えたが　お湯は好みでしたホームページの画像では　おつまみにナッツや一口ケーキがありましたが実際には一口スナック菓子がかりで残念でしたお酒は画像と　ほぼ同じでした　夫婦で堪能させて頂きました宿泊した部屋からは　かすかに芦ノ湖が見えましたホテルはロードサイドなので大型車が通ると音と振動はありました,2022-05-22
初めての利用です。フロント前に必要なものが取れるアメニティーコーナーがあり、その中に耳栓があったので珍しいなぁ…と思ったのですが部屋に入り理由が判明。道路側の部屋だったので車の音(特にバイク)がかなりうるさく寝る時にその耳栓を使いました。温泉は泉質が良く温度も個人的には丁度よかったです。露天風呂は湯船が浅いので半身浴的な感じで長く入っていられますが、冬は寒いかもしれません。今回は素泊まりでしたが過去のクチコミでは料理の点数が高いので機会があれば食事付きで利用したいと思います。,2022-05-16
鳥のさえずり声が聞こえるなど、自然環境豊かな場所に立地していて、落ち着くことができるホテルです。受付のすぐ横にドリンクバーがあり、気持ちが和みました。食事会場も落ち着いた雰囲気で、リラックスした気持ちで食事をすることができました。夕食では無料のアルコールサービスがあり、飲み過ぎてしまうほどでした。お風呂は、硫黄のにおいが漂い、まさに温泉に入っているという気分になれます。心身をリフレッシュしたいという方には、ぴったりのホテルだと思います。,2022-05-14
①部屋のTV台の中にポカリスエットの空きボトルが放置②ベットの下の掃除が不十分。犬が入り込み埃を食べていた。③テーブルに汚れ④部屋の中の段差が気になる⑤露天風呂の温度が高い,2022-05-06
建物は古いと思うのですが、きれいにされてます。雨で少し早めについてしまったのですが親切に対応していだきました。お風呂に入って、フリードリンクというのが良いです！ピールな無いのですが、アレンジして色々作れます。朝食に一人でいらしたお客様がマスクを忘れてしまって、取りに戻ろうとした時“スタッフが大丈夫です”といっていなくなりました。マスクを取りに行っていたのです。さり気ないサービスに良いお宿だと思いました。,2022-04-27
到着時のドリンクサービス（ワイン，焼酎，ソフトドリンクなど）自由に飲めます。ビール・日本酒は有料です。大浴場，露天風呂共に気持ちよかったです。建物は古そうでしたが，部屋はきれいになってました。窓から芦ノ湖も見え眺めも良かったです。値段なりの良い宿です。,2022-04-26
両親はツイン、私達３人は和室と２部屋とりました。部屋を隣同士にしていてくださり、言わなかったのに、気が利くなあと思いました。　和室の方はお部屋に入ると布団がしいてあり、助かりました。とりあえず半分に折り畳みましたが、一からひくとなると、意外と大変なので、ありがたかったです。フリードリンクや、お菓子、アイスなどのサービスがあり、嬉しかったです。フリードリンクの中にはサワーとハイボールのお酒があるのがビックリ！ハイボールが濃いめで美味しくて、またびっくり。お食事もバイキングですが、メインは別にステキな盛り付けで運んできてくれます。食事会場はこじんまりとしていて、取りに行くのにも皆さん遠くなくて良いなと思いました。どれもこれも美味しかったです。お風呂も何時でも入れるのでよかったし、お湯の質も硫黄の匂いがして、温泉にはいってると実感しましたし、肌もツルツルになりました。また箱根に行く時には利用させて頂きたいです。,2022-04-25
温泉は大抑止と露天風呂ですごくゆっっくり過ごす事が出来ました。お食事も手が込んでいてとても美味しく頂けました、浴衣やバスタオルなどのサービスも良かったです。ただ、ベットや壁はガタガタ音がしたり少しでも体重をかけると危ない感じだったので整備していただけるとありがたいのかなと思いました。,2022-04-19
全般的に昭和レトロな感じですが、スタッフの方々はみなさん一生懸命で感じが良かったてす。車が大きいので、駐車スペースがゆったりしているのが非常にありがたかったです。夕食のビーフサラダが美味しかったです。,2022-04-19
何回か利用していますが「箱根」というところでこれほどリーズナブルに泊まれる温泉ホテルは無いかも知れません。建物は古いですがフロントの方も親切丁寧で気持ち良い。温泉は露天もあり極楽です。ビュッフェスタイル朝食はびっくりするくらいの品数で満足でしたが1時間の利用時間ですから要注意。また箱根に来た時は必ず利用します。,2022-04-19
アルコール含むドリンク＆おつまみサービスがあり、とても良かったです　夕食のメインも美味しかったです！　メイン以外のブュッフェも、ローストビーフや魚介、新鮮な野菜等、とても満足することが出来ました,2022-04-08
飲み物のお部屋への持ち帰りOKがとても良かったです。静かな雰囲気でのんびりできました。また機会があったら伺います。,2022-04-04
箱根はいつも強羅のホテルでしたが今回初めて変えてみました。今までのホテルも満足でしたのでそれと比較となります。ホテルラクーンは初めてで細かいことは気にならないせいか、文句なしです。時期的に又は外国人の利用者が少ないせいかゆっくり利用させて戴きました。一番感じたことは料理の品質の高さです。堪能しました。又、来月に行きたくなりました。,2022-04-03
シャレたリゾートホテルに見えたが、建物は古く部屋も狭いのでホテル内で楽しむことは期待できない。。仲間と気楽にカジュアル利用かも。ロビー横のフリードリンクコーナーはいいが、のんびり飲めたりくつろげるロビースペースがない。食事はまあまあだが普通。ホテルの良い点は!風呂が夜中過ぎでも朝まで自由に入れること。,2022-03-23
内風呂が最高です！外風呂は浅めでかなり寒いです。料理はビュッフェスタイルで程よい感じです。メイン料理はとても美味しかったです。フリードリンクでハイボールやレモンサワーが21時まで好きなだけ飲めるので部屋でたくさん飲めました。部屋には冷蔵庫もあるのでコップを冷やして飲めます。気になる点としては男湯の方にはベビーバスなどの設備がないため小さいお子さんと入浴するのは大変です。,2022-03-23
箱根観光で芦ノ湖を見たいということでこちらを利用させて頂きました！芦ノ湖まではバスで10分もしない近い所で立地も良かったです。そして一番満足したのはお食事の面です。朝夕共にバイキングなのですが種類も豊富で味も美味しくて大満足しました！！今はバイキングで取った食事を部屋で食べれるサービスがあったのでこちらでさせて頂きましたが、お部屋でゆっくり二人だけで食べれる時間もあるのは嬉しかったです！時間制限が70分だったのでそこはもうちょっと長くして頂けたらもっと最高だなーと思いました。けどそれでも大満足です！そして、チェックインしてからアルコール・ソフトドリンク、おつまみのスナック菓子が飲み放題、食べ放題、アイスもあって家族連れのお子さんも喜びそうなサービスでした！(時間制限はあり)お風呂はこじんまりしてますが疲れを十分に癒してくれる湯でした。露天風呂も気持ち良かったです！また9時までいつでも入れるのが良かったです！接客も優しく丁寧にして頂き、終始気持ち良く宿泊出来ました！また行きたいと思える宿でした！ありがとうございました！,2022-03-22
アルコールを含むフリードリンク、お菓子やおつまみが滞在中フリーというオールインクルーシブということでしたが、ちょっと豪華なウエルカムドリンクといった程度で、スナックはピーナッツやビスケットの類だけでした。翌日朝には、ソフトドリンクが５種類ほどしかなく、寂しく感じました。それ以外の面では、スタッフの方は一生懸命でしたし、料理もおいしくいただけました。,2022-03-14
温泉は空いている時間帯に行けば貸切状態でしたので、とても良かったです。スタッフの方の対応もとても親切でした。ありがとうございました。,2022-03-12
ワンコ部屋の床はオールフローリングで安心です。お風呂はコメントに辛口もありましたが、良い温泉だと思います。露天は浅いですが石を頭に寝そべれば大丈夫。ぬる湯好きの私からしたら天国でした。内風呂はちっょと熱めで仕上げに最高。一番良かったのはオールインクルーシブですが、食事がとても美味しかったです。バイキングの品数は控えめですが一つ一つ美味しく調理されており、品数は多いけど食べる物が無い宿に見習って欲しいくらいです。ここのお宿はまた再訪致します。ありがとうございました。,2022-02-27
フロントの横にインクルーシブということでチョコなどのお菓子や飲み物が置いてあります。お子さん連れでしたら、喜ぶこと間違いなしですね！2度目の宿泊でしたが以前より建物やお部屋がが綺麗になっていました！正月に箱根が定番になっていますのでまた、リピートさせていただきます。,2022-02-22
