Unnamed: 0,口コミ,投稿日
6377,冬休みに予定していた旅行でしたが義理母が亡くなり急遽キャンセルしてしまい、今回の旅行でした。フロントの方をはじめスタッフの対応が素晴らしい、食事の時間の予約も出来てスムーズに食事も出来て美味しいものをたくさん食べました。部屋も綺麗だし広いし、お風呂も最高でした。家族みんな大満足で楽しかったです。ありがとうございました,2018/4/4
6378,夕食、朝食ともに、バイキングのお料理がとても美味しかったです。特に、アスパラの肉巻き揚げをはじめとする串揚げが美味しく、かなりお替りしました。野菜、豆腐の美味しさも印象に残りました。お風呂もすごくよかったです。のんびり入れました。星の王子さまミュージアムをはじめ、観光スポットへのアクセスが良いところと、観光スポットの割引券が置いてあるところもありがたいです。初の箱根旅行、楽しめました！,2018/4/1
6379,口コミを読んでこちらの宿に決めましたが、口コミ通り良かったです。お部屋は和洋室で、充分な広さがあり、布団が寝やすかったです。お食事はバイキングですぐに補充してくださるし、ひとつひとつが食べきれる量なので、何回もお代わりできて、内容もバラエティに富んでいて、全てのものがちゃんと手作りされている感じがして、美味しかったです。お風呂も疲れがとれて最高でした。,2018/3/31
6380,夕飯のバイキングが、とても美味しかった。場所も　わかりやすい。空気清浄機が欲しい。鍵が、２つ　欲しい。　また　利用したいホテルですね。,2018/3/31
6381,ここ数ヶ月毎月連泊で利用させて頂いております。スタッフ特に寿司職人の方がサービスが良く妻共々気持ち良く利用させて頂いております。このままのサービスでお願いします。来月も予約済みです。,2018/3/31
6383,　子供がいてもゆったりと過ごすことができる十分なスペースがある部屋。料理は自分が好きなものを好きなだけ食べることができ、つい食べ過ぎてしまいます。温泉は泉質がよく、何度も入っています。東名の御殿場インターから３０分ほどでほとんど渋滞なく着きます。周辺にはポーラ美術館やいくつか立ち寄る施設もあり、御殿場のアウトレットに寄ることも多いです。今回は何度か利用したことで、夕食時にドリンクのサービスがありました。ちょっと疲れたときにちょっと温泉につかりたいと思う時に、気取らずに普段着で出かけられる宿です。,2018/3/25
6384,やっぱりコチラはお食事とお風呂が最高です。箱根仙石原ならコチラを常宿にしようとなりました。また季節の違う時にお世話になると思います。,2018/3/23
6386,箱根では割安だと思いますが料理が全てに対して、普通でした。料金的にあまり言えませんが料理にもう少しこだわって頂きたいです,2018/3/21
6387,大浴場、部屋はとても広くて満足しました。ただ部屋のトイレが少し下水臭くて気になりました。夕食は評判通り、アスパラ揚げが美味しくてたくさん食べてしまいました！その他の料理もとても美味しかったです。カレーやハンバーグ等子供向けの料理がもう少しあったら良かったです。(スープカレーはあったのですが…)子連れが多かったですが、他の部屋の音等もあまり気にならなかったです。温泉は広くてとても気持ちよく入らせていただきました。,2018/3/20
6388,昨年の九月以来、久しぶりの、箱根。必ず利用するのが、リカーヴ箱根！食事も、温泉も、カラオケルームも！！大満喫でした。食事時間も決めて。予約できるし、スタッフの、対応も満足です。アクセスも、良い！！我が家は年に2回！利用しています！！,2018/3/20
6390,子供の卒園記念として訪れました。前から写真を見ながら楽しみにしていましたが期待通りのホテルでした。ありがとうございます。ウチの子は外ではあまりご飯を食べないんですが、ここの料理は美味しいと言って、いつもは食べないステーキもいっぱい食べていました。少量ずつ皿に分けてくれているのが本当にいい。,2018/3/19
6391,新春大バーゲンの低価格で宿泊することができましたが・・・料理・お風呂・お部屋・接客などどれも大満足でまた行きたくなるホテルでした。,2018/3/18
6393,   とにかく接客がよくて、特に食事の際のお寿司やステーキ、揚げ物にいらっしゃる年配の男性スタッフ、受付の年配の男性スタッフ、全員素晴らしかったし、連携が取れていて、見ていて笑顔になるほど、いい雰囲気でした。   子どもにも優しく、またぜひ利用したいです！！   部屋も広く清潔でした！   ご飯も、美味しいし、小鉢になっているから、みんなサッと取れるので、ビュッフェ形式でも混雑しなくて良かったです！   本当にありがとうございました！,2018/3/17
6394,夕食・・・アスパラはいつも通り。肉料理が少ない、カニの質も落ちた感じ。カレーライスがない、お寿司も今一、前より質が落ちた感じです。朝食も卵料理がない・・・温泉卵だけ。カレーライスがない、果物も寂しい。今度はいつ行くか、行かないかは未定。,2018/3/15
6395,初めての箱根に泊まるため、口コミを見てこちらの宿にしました。夕飯が1番の楽しみ！！アスパラの肉巻きは本当美味しい！寿司も刺身も臭みがなく、少しづつ小皿に分けられたお菜もとても美味しかったです。カニも少し小ぶりでしたが、食べやすくされており、味も美味しかったです。ただ欲を言えば、ソフトドリンクにお金がかかることと、食事に時間制限があること。0歳の乳児にミルクをあげたりあやしたり、3歳のグズル我が子にごはんをあげて・・・としているうちに、みるみる自分の食べる時間はなくなっていきました。普段家でもゆっくりごはんが食べられないので、楽しみにしていましたが、時間を気にして最後はかきこみながらになりました。。。食事会場が狭い？ため、分散するために時間をもうけていると思いますが、ゆっくり食べたかったです。ですが温泉も食事もスタッフの対応もお部屋もとても満足できました。,2018/3/15
6396,高齢の父と私と高校生になる娘の3人での旅行でした。お料理の評判が良かったので楽しみにしていた所、期待以上に美味しすぎて、苦しくなるくらい食べ過ぎてしまいました。残念だったのは、最後チェックアウトしてから売店で父がお土産を買ったのですが、結構たくさん買ったのに紙袋にまとめてもらえなかった事。ホテル側の節約でしょうか。売店の人に言って袋はもらいはしたのですが、なんとなく最後の最後でケチられているようで、気分がへこみました。売店の方の対応も事務的で冷たい感じでした。紙袋にまとめますか？とか聞いてあげるのが親切かなと思います。まして高齢者には特に。私達もそうでしたがバスと電車の旅の方も多いので。でも全体的にはとても満足でした。今度は今回来れなかった家族の他のメンバーも一緒にまた利用させて頂きたいです。,2018/3/13
6397,バイキングの種類が豊富で嬉しかったですね、ついつい飲みすぎてしまいますが楽しい旅行が出来て感謝しています。是非次も利用させて頂たいと思っています有難うございました。,2018/3/12
6398,初めての利用です。子供11歳、5歳、3歳。5人では初めての旅行で、子供達には初めての温泉宿みんな満足してくれて、我が家の箱根旅行に力を貸してくれました。部屋はスタンダード洋室、5人で十分でした。言うことなしですがあえて言うならば、部屋の窓の鍵がゆるゆるでチビ達がいじらないか心配でした。箱根にはまた行きたいと思うので、その時はリカーヴ利用したいと思います。その時は和洋室で行きたいです。,2018/3/12
6399,夕食のアスパラが食べたくて再訪しました。変わらず美味しかったです。空いた皿をすぐ片付けてくれるので地味にありがたいです。小鉢で並べてあるのも、取るのに楽でいいです。もう少し季節を感じる品やデザートがあるといいな、と思いました。アルコールメニューは高額のように感じました。居酒屋の1.5倍くらい？私たちはお酒を頼まないのでホテル価格がわからないのですが、あれが相場なのかしら。部屋もきれいで、接客も申し分ありませんでした。お風呂も気持ち良いです。源泉は露天と檜風呂だけかな？でも十分です。チェックアウトが11時なのも、朝ゆっくりできて助かります。また泊まりたいと思う宿です。,2018/3/10
6400,部屋は、たまたま空いていたと言うことで予定よりランクの高いスイートを使わせていただきました。しかし、部屋の作り的に2人で使うというより、家族用というイメージ、完璧に別れた２つの空間は2人には不要でした。寝室とリビングの壁が無ければ広々と解放的に使えたのですが…。食事は朝夕とビュッフェです。好きなものを好きなだけ食べられる嬉しさはありますが、味はどれもあと一声といったところ、メインのアスパラの肉巻きは美味しかったです。お寿司や、天ぷら類など、人が最も集まる通路が最も狭かったのが不満でした。男性に振り返る時に当たられてドリンクがこぼれました。設計が残念すぎます。部屋も食事場所も設計が残念でした。しかし、接客は言うことなし、部屋をスイートにしてくれたのもそうですし、観光の相談にものっていただきました。費用もとてもリーズナブル。ぜひまた利用したいです。,2018/3/9
6401,前日に思い立って予約しました。今回で2回目の利用。前回、食事が美味しかったのでこちらにしました。バイキングではイマイチの所が多いなか、こちらはどれも当たりの美味しさ。小鉢が多いのが嬉しいです。70歳代の母もリピートしたいと言うほど食事も温泉も部屋も良かったです。,2018/3/7
6402,スタッフさんの対応はすごく良く、夜ご飯のカニも美味しかったです。ただ、部屋に冷房機能がなく、ゆっくり眠れませんでした。,2018/3/6
6403,夕食の食べ放題は品揃えには満足できましたが、カニの食べ放題は、子供の分を剥いてあげることで、かなり時間ロスしました。また、ステーキも一切れごとなので、お皿がお盆に乗り切らなくなってしまいました(T ^ T)でも、味は美味しかったので、家族全員満足出来ました！,2018/3/6
6404,箱根の温泉は色々な泉質がありますが、大涌谷からの源泉で酸性、カルシウム塩化物泉、硫黄臭のある濁り湯がいいですね。2015年の大涌谷噴火の影響で一時は少し薄い茶色の湯だったこともありましたが、今回はしっかりと濁り湯で露天風呂は少し緑ががっていて、生ものの温泉が楽しめました。色々な温泉を楽しんでいますが、箱根の中では価格も安くて、バイキング料理も小鉢で年配者には助かります。これまで20泊くらいはしているので、昼くらいに手続きをして食事時間を確保して再度観光に出かけるとチェックインもスムーズです。食事処は南館、温泉は北館なので、温泉をしっかり楽しむために北館が便利でした。今回は和洋室で、リニューアルされていて、綺麗でした。布団を自分でしくと書かれていたと思うのですが、チェックインするまでに敷いてあり、直ぐに横になれて嬉しかったです。以前と比べて、接客もとても良いし、フロントや食事処の方も親切です。チェックアウトが11時というのも温泉を楽しむには嬉しいです。今回もお世話になりました。部屋のアンケートに若干の提案を記しておきましたので、お役に立てれば幸いです。いろいろ改善している点は流石です。,2018/3/5
6405,　３年ぶりくらいのリ・カーヴ箱根でした。相変わらず、食事は最高です。特にアスパラのバーコン巻きは大好きです。今回は調子ずいて７本も食べてしまいました。ただ、残念だったのは、５時３０分に夕食会場に行ったところ、３０名くらいが騒いでおり、女房と２人でゆっくりと料理を味わいたかったのに、少し興ざめしてしまいました。同様に感じられた方も多かったのではないかと思います。　もしこのように団体が入っているのなら、事前にフロントで夕食時間の予約の時に教えていただければ、もっと違った時間を予約したかもしれません。残念でした。ただ、お風呂は、久しぶりに濁り湯にゆっくりと浸かることができ、大満足でした。　家から近いので、また訪れたいと思います。,2018/3/4
6406,何度も利用させてもらっています　今回部屋にテーブルセットがありいつもより広く感じたのですが就寝時は大浴場の真上だったらしくあのずっと流れている滝?が響きすぎてるのと足音の騒音が結構すごく寝れなかったその分ワケあり価格を設けるなどしてほしいそれと、宿泊費は良心的なのに夕食時のアルコール料金が良心的ではないのでもっと価格を下げるか持ち込みＯＫにしてくれると更にいいです飲み放題もありますが価格が高いのと飲みたいものが含まれていない美味しいお料理出して下さるのにアルコールを思う存分楽しめないのはつらいです本当にそれを改善下さるだけで一気に好感度上がります！,2018/3/4
6407,フロントの対応もスムーズでした。夕食は、種類も多くどれも美味しかったです。朝食は普通のホテルバイキングレベルかなと思いました。お風呂も朝夜入りましたが、大きく快適でした。,2018/3/3
6408,なにより温泉がとても良かったです。部屋も広く、布団も良かったです。バイキングも美味しかったです。接客もそれなりに良かったと思います。とくに文句はありません。,2018/2/28
6409,とても丁寧なスタッフの皆さんで、気持ちよく過ごすことが出来ました！とてもよい家族旅行の思い出になりました！ありがとうございました！,2018/2/27
6410,"""仙石原""や""星の王子さまミュージアム""等、散歩がてらに行ける立地です。温泉も良い感じでした。また利用したいと思います。",2018/2/27
6411,料理と大涌谷の濁り湯が良くて5度目の利用です料理は小さな小鉢に少しずつ入っていていろんな料理が食べられ満足でした濁り湯も露天風呂と内湯が有り寒いときは内湯でゆっくり入る事が出来ましたまた利用させて頂きます！,2018/2/26
6412,家族3人の旅行で、喫煙可の部屋で食事はブッフェの所をさがしていてやっと見つけたホテルでした。料理は何を食べても美味しくて満足できました。ただチェックインした順で食事の時間が決まるので、17時頃にチェックインした我が家は夕食は20時15分〜朝食は9時45分〜となってしまいました。夕食前は温泉、カラオケボックスで時間をつぶし、朝はゆっくり起床し温泉に入ってから食事といった感じで不自由は無かったです。部屋は和洋室で広めですが内装は時代を感じる古さです。接客は最小限といった感じで良くも悪くもありません。料金が安かったので妥当なのかなと思っています。,2018/2/26
6413,飲み放題のメニューが少ないです。ビールと酎ハイとワインしか無く、ハイボールが飲みたい為に単品にしたのですが、850円とメチャクチャ高いです。それと、テーブルが隣と近い為、会話がしづらい。,2018/2/25
6414,今回初めて和洋室を利用してみました！ゆったりしていてとてもよかったです。マッサージも二人で頼んだのですが、先生もとても上手で、またお願いしたいと思います。冷蔵庫に忘れ物をしたので直ぐに連絡をしたのですが、スタッフの対応も素晴らしくありがとうございました！,2018/2/25
6415,口コミの評価が高いことからリカーヴ箱根に宿泊しました。施設自体は年数がたっているため古い印象を受けましたが室内も清潔できれいに掃除されていて何より広々！快適に過ごせました。強いて言うなら、上の階の方がお子様連れだったのか夜中までドタバタ走りまわる足音が響いていたのと別の宿泊客の男女の叫び声（ゲームか何かしていたのかな？）が深夜に響いていてそこが結構な音量で睡眠を妨げていたのでそこだけが残念でした；（旅館側というよりは宿泊客のモラルの問題なので、星は5にしています）温泉は熱すぎずぬるすぎず快適な温度で気持ちよくついつい長湯してしまいました＾＾評価が高かった朝夕のお食事も、評判通り。調理スタッフの方も気さくに声をかけて下さったり足りない料理はすぐに補充されていて自分が欲しい料理を思う存分楽しめました。またリピートしたいと思います！,2018/2/25
6416,年に一度の家族旅行。息子の希望で２回目の利用です。夕食バイキングはカニ・ステーキ・アスパラ揚げ・お寿司・デザート…満足です。バイキングの質はいいですよ！温泉も硫黄の香りでリラックスみんな満足してくれました。次回もここで決まりですね♪,2018/2/22
6417,前回（4年前）に泊まった時の夕食の品揃えやお風呂の感動が忘れられず、今回は一切観光はせずこの宿に泊まってとにかくゆっくりする為だけに家族5人で行きました。夕食の目当てはカニでしたが、90分間なんてあっという間で、他の品揃えも良く飽きずに食べ続けていました。お風呂は白濁とした温泉に癒されますし、備え付けのゴマージュや乳液等も質が良く、持参した物はほぼ使わずでした。ゆっくり…と言いつつカラオケの利用もし、キャンペーンということで破格のお値段で楽しませてもらいました。ただ１つ残念だったのは加湿器を頼んだら手乗りサイズの物が届き、一応自分の枕元には置いたのですが部屋の広さに比べ小さすぎたので全く効果を感じられなかったことです。また、他の家族も使いたい場合は人数分お借りすることができたのでしょうか…？上記全てを踏まえてもこの値段で箱根に泊まるのならまた必ずリ・カーヴさんにお世話になると思います。,2018/2/22
6418,このホテルの売りは何といっても濁り湯。これを楽しみにしていたが、前回宿泊した時よりもにごり湯の濃度薄くなった？噴火の影響？バイキングの料理は質が上がったかな。ジャンボアスパラはおいしくいただきました。アイスクリームもよかった。,2018/2/22
6419,夫婦旅行で利用しました。過去何度か旅行してますが、夕食、朝食のバイキングと大涌谷の温泉が良くコスパが大変優れたホテルでした。今回は朝食の期間限定の湯葉丼が大変美味しく、某有名店以上の味でした。期間限定ではなく常時開催にして頂けると夕食のアスパラと並び朝食の湯葉丼が名物になるのではないかと思います。,2018/2/21
6420,以前にも利用したことがあります。食事がおいしかったなあ・・という記憶がありました。いやいや、それだけではなかったですね。接客もとても気持ちよかった。お風呂は硫黄の匂いがプンプン気持ちよかった。お料理は夕食だけでなく、朝食も大満足。以前は「混雑していたなあ」という記憶があったのですが１５分おきの入場で、とても気配りができていました。お部屋もとても気持ちよかったです。お風呂は白濁の心地よさ、これぞ温泉と思いました。また行きたいです。そうそう、自販機の料金ですが、安いですよ。缶ビール￥230、ソフトドリンクも安かったです。,2018/2/20
6421,キッズスペースがあるので子どもも飽きず主人と交代でゆっくりお風呂に入れるのが良かった。小さい子どもが2人いましたが部屋は広く清潔感があったので良かった。レストランのスタッフの対応がすごく良かった。ご飯は普通でした☆,2018/2/19
6422,二度目の宿泊。空いてるホテルがなく急遽ツイン部屋でソファーベッドが置いてある所々のシミや汚れが目立つベッド下側面には大きな茶色シミ毎日の掃除で気づく範囲シャワーヘッドは昭和感何故かドレッサーの照明色が左右ちぐはぐ統一して欲しいところ夕食は普通痩せたカニが寂しい感じ当時と変わらない古さを感じるホテル,2018/2/19
6423,普段大型の温泉ホテルに泊まる事が無く、夕食ビュッフェの混み具合が心配でしたが、想像したよりは(笑)マシでお料理も美味く楽しかったです。ただ飲み放題メニューの少なさに唖然。サワー、ワインはイマイチでビールしか選択肢がありませんでした。ハイボール位は加えて欲しいです。混み合う中夕食時も朝食時もスタッフの方々の対応は素晴らしくストレスを感じる事は無かったです。最後に温泉はお目当ての白濁の湯のみ満足。お部屋も温泉側だったので何度も入れて良かったです。機会があればまた伺いたいです。,2018/2/18
6424,夕食のアスパラが美味しかった！接客も良かった！欲を言えば風呂場にフェイスタオルとバスタオル、髭剃りが欲しい！その他は満足できる,2018/2/17
6425,にごり湯が良かった欲を言えば風呂場にフェイスタオルとバスタオル、髭剃りぁ有ると良いのだが、コストパフォーマンスが良いからしかたないか,2018/2/17
6426,今回、思いつきで出かけたので格安な温泉宿を探しました。料金が安いので正直期待はしていませんでしたが築年数は経っていそうでしたが、清潔でとてもきれいでした。朝食しか食べませんでしたがバイキング形式で種類も豊富、お味も満足！ひとつだけ残念だったのが露天風呂の景観が良くなかった点です、せっかく高い建物なんだから上層階にあったら良かったなと！,2018/2/16
6427,何回も利用させて頂いております。ご飯も美味しいしお風呂もとても良く気に入って、箱根に行く時はリカーヴと決めてしまうほどです。又来月も行きますので宜しくお願い致します。,2018/2/15
6428,リ・カーヴにはよく行きます。リピーターてやつかな？以前はチェックインの時に寝具等の細かい要望をフロントにお願いし、そこから出されたものを指定された部屋まで運んでいましたが、今回も同様にオーダーしたところ私の望む事はすでに全て部屋に用意してあるとの事顧客管理が行き届いているっていうですかね非常に気分良く過ごすことが出来ました。食事もいつも通り文句はないし、若干の難を言えば風呂が以前の湯に戻って欲しいのですがこれは自然相手ですので仕方がないかな。　ゆっくり出来ました。,2018/2/15
6429,卓球ができて楽しめます。昔ながらのゲームセンターもあり、意外とはまってしまいます。部屋のゲームの貸し出しもあるとよかったです。土日にいったらちょっと高かったです。,2018/2/15
6430,部屋はとても広かったのでくつろげてよかったのですが、少し古い感じでした。土日というのもあったのですが、食事処は混みすぎで希望の時間が朝も夜もすでに埋まっていました。料理も悪くなかったのですが、値段の割にという気はしました。箱根価格だからでしょうか。温泉はとてもよかったです。,2018/2/15
6431,お部屋は広くて良かったですが乾燥気味　加湿器があれば　清潔感有り温泉の湯は熱目で露天風呂はとても気持ち良かったです　薄っすら濁り湯シャワーの出が悪く水量が欲しかったここのバイキングは料理が個々の皿で出していてどんどん追加するので好きなだけ取っても、後から来た方も最初と同じ状態で楽しめて　アスパラ揚げ美味しかった接客も良いので満足できます,2018/2/14
6432,家族で宿泊しました。トリプルベッドの部屋でしたが、よくある3つのベッドが横並びで1列ではなく、2列に分かれても余裕のあるくらい広い部屋でした。部屋は暖かったのですが、乾燥してしまいました。連休中でしたので、宿に着いた時には、夕食は20:15以降、朝食は6:45〜しか空いていませんでした。子ども連れには、ちょっとつらい・・・。ゆったり温泉につかった後のバイキングは予想以上に満足でした。焼き立てステーキ、揚げたて肉巻きアスパラもおいしく、カニもおいしかったです。少し、トイレの臭いが気になりましたが、スタッフの接客も良く、快く過ごせました。,2018/2/14
6433,お部屋は古いですが清潔で広くてよかったです。ただ、エアコンの音がうるさかったです。夕食はバイキングで蟹も沢山たべれました。他にはステーキもありましたし、お寿司はその場で板さんが握ってくれます。お魚料理からピザ、スパゲティ、ラーメン、蕎麦、カレー、煮物等メニューも豊富で美味しかったです。朝のバイキングも湯葉の丼を板さんがその場で作ってくれたり、メニューも豊富でよかったです。お風呂も温泉の湯の質も良かったです。フロントの男性も女性もとても感じがよかったです。,2018/2/13
6434,夕飯のバイキングは前菜の種類が多くて嬉しかったです。前菜やフルーツは少しずつバランスよく小鉢に盛られているのも良かったです。朝食のゆば丼？も珍しくて美味しかったです。箱根観光して一泊して次の日はアウトレット行くのにも便利でした。,2018/2/13
6435,家族5人の旅行で好みも違うためバイキングは内容も充実しており助かりました。建物は一部に老朽化も見られ、シミや傷も目につきましたが、清掃は行き届いていました。,2018/2/13
6436,２月の連休に夫婦で出かけました。かしこまった料理よりバイキングスタイルが好みなのでリ・カーヴさんに決めました。夕方４時にチェックインしましたがすでに夕、朝食ともに真ん中の時間帯は予約がいっぱいでした。空いていた遅い方の時間帯に夕食は20：00に朝食は8：45に予約を取りました。お風呂は源泉風呂やマッサージ風呂がありゆっくりと入れましたが露天風呂に浸かりながらの周りの景色がなにも見えなくて残念でした。夕食のアスパラガスの天ぷらは美味しかった。カニも身は細いけど味はとても美味しかったです。全体的に値段相応だと思い満足して帰りました。,2018/2/13
6437,いつも変わらない、接客も食事もお風呂も楽しめる宿だと思います。部屋も広々、夫婦でも家族でも友達同士でも、お勧めの宿です。価格的にもお手頃ですので、季節を変えてまた行きたいですね。,2018/2/13
6438,"神奈川に住む娘と二人で利用させていただきました。私は泊まるのは2回目でしたが、前回の記憶もおぼろで、あやふやでしたがバス停からも近くすぐわかりました。夜のバイキングの時間帯を選べるのはチェックイン順ときいていたので早めにチェックインしました。チェックインしてからお部屋に荷物を置いて、徒歩5分の星の王子様ミュージアムまで行ってきました。帰ったら丁度良く夜ご飯の時間！好き嫌いの多い娘も驚くほど、バイキングのお料理は全部好きなもので、大満足。評価が高かったアスパラの肉マキ揚げも2本食べましたよ。これはマストでしょう！お風呂も温泉を堪能。にごり湯は硫黄の香りで「ＴＨＥ・温泉」を感じました。洗い場も多く湯温も丁度良かった。朝ごはんも美味しかった。何を食べようか迷うくらい。しいて難を言えばサラダのドレッシングが2種類しかなく残念だったこと位かな。お部屋も普通に過不足なく良かったです。特にチェックインした際に、お部屋が暖かい事がとても心配りを感じました。スタッフさんも皆、若くて美人&イケメン揃い。容姿で合否しているのかな？くらい皆素敵なスタッフでした。チェックアウト時も入湯税やビール代込みで二人で20,100円！なんだか申し訳なくなっちゃいました。本当にコストパフォーマンス100点満点のお宿でした！",2018/2/10
6439,たくさん宿があり前日までかなり悩みましたが、口コミの良さと食事がバイキングな事、なのに金額が安いことが決め手になりました。部屋は和洋室と悩みスタンダードなツインにしましたがツインでも十分でした！！欲を言うならば和室があるといいかなと個人的には思います。夕食はカニが食べれたことがポイント高いです！種類もまぁまぁありました！アイスがあったのがうれしかったです♪飲み放題を付けたのですが、もう少し種類が欲しかったです。ビールしか飲まない人にはいいと思います！朝食も種類があり美味しかったです(^^♪ただスクランブルエッグがなかったのが残念でした(´;ω;｀)全体的にはこれで1万円切るなんてかなり満足です！立地もバスで動きやすい場所でした！,2018/2/9
6440,部屋からの景色は大したことないですが、清潔感があり良かった。バイキングもメニュー豊富で美味しかったです。とにかく値段が安いわりには良いホテルでした。また泊まってみたいですね。,2018/2/6
6441,蟹を食べたくて検索しました。次々と補充されてきて、お腹いっぱい食べられました。遅いチェックアウトも良かったです。駐車場の出られるか心配でしたが雪かきお疲れ様でした。,2018/2/2
6442,家族4人で宿泊しました。お出迎えからお見送りまでスタッフの方々がとても良くしてくれて素晴らしかったです。特に夕食は良かったです。小鉢になってるほうが、取りやすく食べやすいのでいいと思いました。お部屋は広くて良かったですが、ちょっとトイレが臭かった印象を受けました。,2018/1/31
6443,ビュッフェは小皿を取る物が多いので、並んで待つ時間も省けてスムーズに食事が出来ます。立地も美術館などが多くあるところなので観光に便利で助かります。,2018/1/29
6444,姪っ子達を連れての旅行なので部屋の広さはとてもいいです　お風呂も気持ちよかったですがところどころシャワーが水しか出ず泣きでした　他の方も書いていましたが夕食時のアルコールが高すぎなので旅費はせっかくリーズナブルなのにとても残念です持ち込みOKかもう少し低価格でアルコール提供していただくと更に友達にもオススメできますリカーヴさんも頑張って！,2018/1/28
6445,今回は2泊してみました。1泊とは違い食事も一晩で無理に食べる必要もなく、胃にも優しく食べる事ができました♪食事時間も2泊目は希望の時間が取れるし連泊は良いですね。今年はまだ行けてませんが、また近いうちに利用したいと思います。その時はもう一度素晴らしい接客を宜しくお願い致します♪♪,2018/1/28
6447,リピーターです。最高！！！使い勝手の良いじゃらんで予約してます。お風呂が大好きで部屋を大浴場側にしています部屋も広くて大満足 Wi-Fiも入ってて良いし、ベッド付近にコンセントがあって寝転びながら携帯の充電できます。大浴場には化粧水 クリーム ヘアスプレーなどあり手ぶらで大丈夫大変ありがたいです。あの白いお湯のおかげで、気になっていた手のしびれが治ってしました 奇跡です。 主人もアトピー体質で海水系の温泉は痒くなってでダメなんですけど、ここのしっとり白いお湯だけは合っていて大変喜んでいます。 神経痛や心のストレス解消に効果的 良いと感じます。お食事もすべて 大変美味しくて幸せです。いつも楽しみにしてるんですよ、どこの宿よりも美味しいです。混雑時は隣のお客さんの席が接近してますけど、そんなことより食べることに夢中になってしまいます(笑) スタッフさんも感じがよくていいですね〜 コンビニも近くにあるので夕刊新聞買いに行ったりしてます。辛いお仕事もがんばれそうです！！！またご褒美 癒しに行きますね！ありがとうございました。,2018/1/27
6448,リピーターです。辺りは雪が沢山残っていて、歩道は雪の山になっていました。夕食バイキングはいつものように小鉢が沢山。どれも美味しく、全部は食べきれません。アスパラ揚げ、ステーキも熱々夕食は大満足ですが、朝食が以前より落ちた気がします。温泉の湯は熱目で露天風呂はとても気持ち良かったです。薄っすら濁り湯スタッフの応対がとても親切で加湿器やスマホの充電器をお借りしたのですが、部屋に直ぐ運んで下さいました。外国人のお客様も少なく、落ち着けるホテルです。和洋室のベッドもとても寝心地が良かったです。今度は暖かくなったら又訪れたいと思います。,2018/1/27
6449,数回宿泊してますが、ここのバイキングは料理が個々の皿で出していてどんどん追加するので好きなだけ取っても、後から来た方も最初と同じ状態で楽しめてしかも美味しいですね。,2018/1/27
6450,年に１度の旅行はここにしてるくらい気に入ってます！！お部屋はキレイだし、今回シャワーがチョロチョロしか出なかったのですが、すぐ対応して下さり、気持ちよくお風呂に入れました！温泉はツルツルスベスベ肌に！お食事はアスパラ最高！！何度もおかわりしてしまうくらい！なによりもスタッフさんの感じ良さ！また来年も利用したいと思います！いつも気持ち良いひとときをありがとうございます！！,2018/1/27
6451,友人と5人で利用させていただきました。口コミ通り、接客も親切で良かったです。事前に食事時間の予約ができないのが唯一の難点ですが、食事内容も納得のいくもので、特にお風呂が温度も含めて良く、気持ちよく利用させていただきました。また、機会があれば利用したいと思います。,2018/1/25
6452,夕食の不満は  種類が少ない  メインを各自で出して欲しい！食べ放題だと言っても  何回も  貰いづらい私は足が悪いので  何回も  取りに行くのが大変でした。トイレが もの凄ーく 臭かった！古い建物だから、しょうがないと思いますが！職員のサービスとか気の使い方は良かったですよ,2018/1/24
6453,今回で４回目の宿泊になります。四人家族(小さい子供が二人)ですが、子連れの方もけっこういるのでわいわいしても大丈夫な雰囲気で助かります。お値段の割に食事のレベルが高いと思います。ステーキもカニもたくさん食べさせてもらいました。また、宿泊させてもらいます。,2018/1/17
6454,年末年始のお休みで2泊しました。部屋は清潔でしたが、とても乾燥していました。部屋に加湿器が常設してあれば良かったです。またアイロンの貸し出しがなく、洋服のシワがのばせなかったのが残念。,2018/1/16
6455,お世話に成りありがとう御座いました。以前から宿泊したいと思い期待と不安で楽しみにしていました。スタッフの方々は皆様教育がいき届いて素晴らしかったです今回は４歳と小学生の孫連れでしたお食事の時など身長が小さいので料理をトレーに乗せる時コップを落としてしまって　それをすぐに気がついて新しいコップに交換して頂き素晴らしい目配り 対応でした。小さい子用のトレーがあると良いと思いました。アスパラベーコンはとっても美味しかったです。土曜日の宿泊料金での料理内容的には高いかな〜と思いました それとすご〜く混雑平日だと料理内容納得でおすすめです。,2018/1/16
6456,友達との箱根旅行で宿泊させていただきました。部屋は12畳の和室です。布団は自分たちでひかなければなりませんが、逆に自分たちのタイミングでひけてよかったです！宿にカラオケがあって、とても綺麗なしかも最新のカラオケで、最高でした。土日で泊まると卓球台が埋まってしまうらしく、やれなかったのが残念です。友達の誕生日だったのでケーキをお願いしましたが、スタッフの方々の対応がとてもよく、帰り際に「サプライズは成功しましたか？」などと聞いてくださり、心が温かくなりました。バイキングのときも、スタッフの方はもちろん、お寿司職人さんも笑顔で優しく対応していて、気持ちが良くご飯が食べれてとても良かったです。また行きたいです！！,2018/1/15
